name,recclass,mass,fall,year,id,latitude,longitude
Lewis Cliff 88569,H6,3,Found,1988,14309,-84.25439,161.3875
Lewis Cliff 88495,H5,12.2,Found,1988,14239,-84.25064,161.38747
Lewis Cliff 86247,H5,3.6,Found,1986,13181,-84.25614,161.38741
Lewis Cliff 86060,H5,23,Found,1986,12999,-84.25151,161.38736
Lewis Cliff 88192,L5,39.2,Found,1988,13945,-84.28252,161.38731
Lewis Cliff 88745,H6,18.3,Found,1988,14482,-84.28433,161.3873
Lewis Cliff 88637,H5,6.8,Found,1988,14374,-84.2709,161.38728
Lewis Cliff 88356,L6,9.2,Found,1988,14106,-84.25133,161.38723
Lewis Cliff 85387,H5,3.8,Found,1985,12856,-84.27476,161.38711
Lewis Cliff 88480,H5,4.6,Found,1988,14224,-84.2482,161.38706
Lewis Cliff 86123,H4,11.5,Found,1986,13062,-84.25773,161.38703
Lewis Cliff 86260,L5,12.5,Found,1986,13193,-84.25512,161.38693
Lewis Cliff 88214,H5,76.5,Found,1988,13967,-84.25054,161.38681
Lewis Cliff 88490,H5,19.4,Found,1988,14234,-84.24795,161.38673
Lewis Cliff 85463,L6,12.3,Found,1985,12931,-84.27633,161.38667
Lewis Cliff 87066,L6,7.2,Found,1987,13540,-84.25429,161.3866
Lewis Cliff 85336,H5,60,Found,1985,12806,-84.28347,161.38655
Lewis Cliff 86119,H4,44.3,Found,1986,13058,-84.25711,161.38653
Lewis Cliff 88750,L6,13.2,Found,1988,14487,-84.28537,161.38651
Lewis Cliff 88687,L6,5.2,Found,1988,14424,-84.27105,161.38646
Lewis Cliff 87095,H5,75.3,Found,1987,13568,-84.35064,161.38614
Lewis Cliff 87069,L6,10.3,Found,1987,13542,-84.25415,161.38611
Lewis Cliff 86504,H6,7.6,Found,1986,13434,-84.24642,161.38596
Lewis Cliff 88549,H5,4.9,Found,1988,14290,-84.24955,161.38592
Lewis Cliff 87077,H5,8.4,Found,1987,13550,-84.25435,161.38585
Lewis Cliff 88144,H6,18.8,Found,1988,13897,-84.24661,161.38584
Lewis Cliff 85347,H5,31.2,Found,1985,12817,-84.27657,161.38582
Lewis Cliff 88189,L6,43.8,Found,1988,13942,-84.28289,161.38572
Lewis Cliff 88351,L6,21.3,Found,1988,14101,-84.26916,161.38569
Lewis Cliff 88428,H5,6.5,Found,1988,14173,-84.24819,161.38562
Lewis Cliff 88497,H5,9.7,Found,1988,14241,-84.25055,161.3855
Lewis Cliff 85357,H5,61.4,Found,1985,12827,-84.27999,161.38547
Lewis Cliff 88441,H5,11.9,Found,1988,14186,-84.25091,161.38536
Lewis Cliff 86270,L3.1,4.2,Found,1986,13203,-84.25441,161.38531
Lewis Cliff 88209,H5,17.8,Found,1988,13962,-84.25119,161.38519
Lewis Cliff 87068,H6,30.1,Found,1987,13541,-84.25485,161.38506
Lewis Cliff 86355,H6,7.1,Found,1986,13286,-84.25338,161.38503
Lewis Cliff 88095,H6,11.9,Found,1988,13849,-84.25284,161.38465
Lewis Cliff 88339,H5,26.7,Found,1988,14090,-84.25146,161.38461
Lewis Cliff 88681,H5,9,Found,1988,14418,-84.2749,161.38457
Lewis Cliff 87086,H5,8,Found,1987,13559,-84.25428,161.38454
Lewis Cliff 88736,L6,7.2,Found,1988,14473,-84.2872,161.38448
Lewis Cliff 86106,H5,5.8,Found,1986,13045,-84.24971,161.38443
Lewis Cliff 86079,H5,6.6,Found,1986,13018,-84.24972,161.38418
Lewis Cliff 88131,H6,4.5,Found,1988,13884,-84.27719,161.38404
Lewis Cliff 88451,H6,7.6,Found,1988,14195,-84.25089,161.38403
Lewis Cliff 86201,H6,18.2,Found,1986,13139,-84.25578,161.38401
Lewis Cliff 88156,H4,32,Found,1988,13909,-84.24907,161.38393
Lewis Cliff 87083,L6,82.9,Found,1987,13556,-84.25393,161.38384
Lewis Cliff 88181,H5,34.7,Found,1988,13934,-84.25125,161.38381
Lewis Cliff 86076,H5,23.7,Found,1986,13015,-84.25027,161.38373
Lewis Cliff 88092,H5,11.9,Found,1988,13846,-84.25216,161.38367
Lewis Cliff 87080,H5,10.6,Found,1987,13553,-84.25404,161.38367
Lewis Cliff 87078,H6,6.2,Found,1987,13551,-84.25297,161.38362
Lewis Cliff 88573,H5,6.1,Found,1988,14313,-84.24958,161.3836
Lewis Cliff 88022,H5,1274.3,Found,1988,13776,-84.24974,161.38359
Lewis Cliff 87075,H5,13.7,Found,1987,13548,-84.25297,161.38359
Lewis Cliff 88461,H6,11.2,Found,1988,14205,-84.24909,161.38358
Lewis Cliff 88435,H5,6.6,Found,1988,14180,-84.24917,161.38357
Lewis Cliff 87295,Eucrite-pmict,20,Found,1987,13755,-84.36404,161.3835
Lewis Cliff 88363,H4,11.2,Found,1988,14113,-84.25176,161.38344
Lewis Cliff 88432,H-metal,1.3,Found,1988,14177,-84.2497,161.38334
Lewis Cliff 86109,H5,17.4,Found,1986,13048,-84.2501,161.38329
Lewis Cliff 88439,H5,6.7,Found,1988,14184,-84.24991,161.38311
Lewis Cliff 85368,H6,17.8,Found,1985,12838,-84.2827,161.38307
Lewis Cliff 87172,H5,93.2,Found,1987,13638,-84.354,161.38306
Lewis Cliff 88588,H5,10,Found,1988,14328,-84.24849,161.38293
Lewis Cliff 85442,L6,28.8,Found,1985,12910,-84.278,161.38288
Lewis Cliff 88124,LL6,4.3,Found,1988,13877,-84.25453,161.38273
Lewis Cliff 86061,L4,8.8,Found,1986,13000,-84.25817,161.38257
Lewis Cliff 86177,H6,19.4,Found,1986,13115,-84.25789,161.38251
Lewis Cliff 88551,H6,8.6,Found,1988,14292,-84.25147,161.38242
Lewis Cliff 85349,L6,17.3,Found,1985,12819,-84.27577,161.38204
Lewis Cliff 86205,H6,17.4,Found,1986,13143,-84.25562,161.38191
Lewis Cliff 86239,H6,25.4,Found,1986,13173,-84.25567,161.38189
Lewis Cliff 86178,H6,13.5,Found,1986,13116,-84.25789,161.38159
Lewis Cliff 88476,H5,8.9,Found,1988,14220,-84.24908,161.38143
Lewis Cliff 86259,H5,8.5,Found,1986,13192,-84.25614,161.38132
Lewis Cliff 86350,H6,19.2,Found,1986,13281,-84.25767,161.38104
Lewis Cliff 86114,H4,8.7,Found,1986,13053,-84.25771,161.38104
Lewis Cliff 88463,H6,15.3,Found,1988,14207,-84.2492,161.38101
Lewis Cliff 88478,H5,14.5,Found,1988,14222,-84.25033,161.38099
Lewis Cliff 86250,H5,141.8,Found,1986,13183,-84.25594,161.38097
Lewis Cliff 87079,H5,5.2,Found,1987,13552,-84.2532,161.38091
Lewis Cliff 88109,L5,19.8,Found,1988,13862,-84.25248,161.38069
Lewis Cliff 85430,L6,13.3,Found,1985,12898,-84.27938,161.38048
Lewis Cliff 85410,H6,2.3,Found,1985,12879,-84.2772,161.38022
Lewis Cliff 85408,H6,3.5,Found,1985,12877,-84.27165,161.38018
Lewis Cliff 86105,L3.4,6.4,Found,1986,13044,-84.26032,161.38016
Lewis Cliff 88757,L6,22.5,Found,1988,14494,-84.27997,161.38005
Lewis Cliff 88737,L6,10.2,Found,1988,14474,-84.28506,161.37982
Lewis Cliff 88702,H5,3.9,Found,1988,14439,-84.27529,161.37972
Lewis Cliff 88166,H6,26.4,Found,1988,13919,-84.24828,161.37957
Lewis Cliff 88205,H5,44,Found,1988,13958,-84.25073,161.37956
Lewis Cliff 88163,H4,79.1,Found,1988,13916,-84.24735,161.37944
Lewis Cliff 88481,H6,7.2,Found,1988,14225,-84.24904,161.37914
Lewis Cliff 88640,L6,3.1,Found,1988,14377,-84.27257,161.37908
Lewis Cliff 85427,L5,14.8,Found,1985,12895,-84.26428,161.37907
Lewis Cliff 86191,H5,11.3,Found,1986,13129,-84.25709,161.37906
Lewis Cliff 88168,H4,23,Found,1988,13921,-84.24793,161.37895
Lewis Cliff 88617,L3.5,3.2,Found,1988,14355,-84.26961,161.37881
Lewis Cliff 88616,H5,14.7,Found,1988,14354,-84.26979,161.37879
Lewis Cliff 87160,H5,0.6,Found,1987,13627,-84.34525,161.37866
Lewis Cliff 87145,L6,9.7,Found,1987,13612,-84.34528,161.37865
Lewis Cliff 88656,L6,5.5,Found,1988,14393,-84.27333,161.37853
Lewis Cliff 86160,H6,15.4,Found,1986,13098,-84.25914,161.37845
Lewis Cliff 88110,H6,33.7,Found,1988,13863,-84.25164,161.37829
Lewis Cliff 86187,H5,11.1,Found,1986,13125,-84.25752,161.37819
Lewis Cliff 87106,H6,81.6,Found,1987,13577,-84.34434,161.37806
Lewis Cliff 88459,L6,5.2,Found,1988,14203,-84.25083,161.37802
Lewis Cliff 88310,L6,32.9,Found,1988,14061,-84.25146,161.37793
Lewis Cliff 88003,CM2,1.7,Found,1988,13758,-84.27467,161.37784
Lewis Cliff 85303,Eucrite-pmict,408,Found,1985,12776,-84.26606,161.37782
Lewis Cliff 88167,H5,59.1,Found,1988,13920,-84.2509,161.37779
Lewis Cliff 88619,H5,5.1,Found,1988,14357,-84.26995,161.37761
Lewis Cliff 87028,CM2,1.2,Found,1987,13502,-84.34391,161.3776
Lewis Cliff 88105,H5,9.5,Found,1988,13858,-84.25283,161.37754
Lewis Cliff 88190,L6,131.3,Found,1988,13943,-84.28246,161.37748
Lewis Cliff 85342,H5,6.9,Found,1985,12812,-84.27738,161.37745
Lewis Cliff 86144,L3.2,11.1,Found,1986,13083,-84.25638,161.37743
Lewis Cliff 88215,H6,29.8,Found,1988,13968,-84.24982,161.3773
Lewis Cliff 86207,L3.2,17.7,Found,1986,13145,-84.25643,161.37728
Lewis Cliff 88368,H6,22.3,Found,1988,14117,-84.25157,161.37715
Lewis Cliff 88602,H5,4.2,Found,1988,14340,-84.26985,161.37707
Lewis Cliff 87156,L5,0.5,Found,1987,13623,-84.34383,161.37702
Lewis Cliff 85314,H5,14,Found,1985,12784,-84.27391,161.377
Lewis Cliff 85322,H6,582,Found,1985,12792,-84.27376,161.37696
Lewis Cliff 88210,L6,60.9,Found,1988,13963,-84.28749,161.37695
Lewis Cliff 85369,"Iron, ungrouped",6.3,Found,1985,12839,-84.28137,161.37695
Lewis Cliff 88713,H5,7.6,Found,1988,14450,-84.28213,161.37688
Lewis Cliff 88715,H5,9.8,Found,1988,14452,-84.27517,161.37684
Lewis Cliff 88158,H5,35.1,Found,1988,13911,-84.24786,161.3768
Lewis Cliff 88717,H5,7.1,Found,1988,14454,-84.28294,161.37676
Lewis Cliff 86174,H5,27.2,Found,1986,13112,-84.25692,161.37667
Lewis Cliff 87266,H6,5,Found,1987,13727,-84.3514,161.37662
Lewis Cliff 85371,H5,55.3,Found,1985,12841,-84.2748,161.37622
Lewis Cliff 86235,H5,6.7,Found,1986,13169,-84.25509,161.37615
Lewis Cliff 88542,L6,3.1,Found,1988,14283,-84.24737,161.37612
Lewis Cliff 88306,L6,52,Found,1988,14057,-84.28848,161.376
Lewis Cliff 88219,H5,38.7,Found,1988,13972,-84.2512,161.37598
Lewis Cliff 85452,L3.6,9.2,Found,1985,12920,-84.27689,161.37595
Lewis Cliff 88623,H5,13.6,Found,1988,14361,-84.26835,161.37585
Lewis Cliff 88486,H5,11.1,Found,1988,14230,-84.24922,161.37585
Lewis Cliff 88762,H5,18.8,Found,1988,14499,-84.28622,161.37579
Lewis Cliff 88430,H5,12.7,Found,1988,14175,-84.25077,161.37561
Lewis Cliff 87003,CM2,2.1,Found,1987,13478,-84.34375,161.37554
Lewis Cliff 85326,H5,224.7,Found,1985,12796,-84.28464,161.37553
Lewis Cliff 88009,Eucrite-unbr,11.7,Found,1988,13763,-84.27378,161.3755
Lewis Cliff 85353,Eucrite-unbr,24.5,Found,1985,12823,-84.2739,161.37531
Lewis Cliff 88527,L6,8,Found,1988,14268,-84.24747,161.3751
Lewis Cliff 88118,L6,11.1,Found,1988,13871,-84.25183,161.37509
Lewis Cliff 87158,L6,28.9,Found,1987,13625,-84.36508,161.37478
Lewis Cliff 88125,L6,23.4,Found,1988,13878,-84.2528,161.37471
Lewis Cliff 88206,H5,34.4,Found,1988,13959,-84.28813,161.37442
Lewis Cliff 87147,L4,5.7,Found,1987,13614,-84.36245,161.37431
Lewis Cliff 87073,H5,13.3,Found,1987,13546,-84.25388,161.37425
Lewis Cliff 93803,L6,3.5,Found,1993,14527,-84.28911,161.37415
Lewis Cliff 87063,H6,25,Found,1987,13537,-84.25397,161.37394
Lewis Cliff 85451,L5,14.9,Found,1985,12919,-84.28199,161.37372
Lewis Cliff 88121,H3.4,15.6,Found,1988,13874,-84.25284,161.3734
Lewis Cliff 85411,H6,3.6,Found,1985,12880,-84.27493,161.37323
Lewis Cliff 87142,H6,4.1,Found,1987,13609,-84.35934,161.37322
Lewis Cliff 88771,L6,3.9,Found,1988,14508,-84.27863,161.37296
Lewis Cliff 86222,L5,8.9,Found,1986,13158,-84.25618,161.37273
Lewis Cliff 86015,H6,780.1,Found,1986,12955,-84.26049,161.37262
Lewis Cliff 86169,L6,25.8,Found,1986,13107,-84.25865,161.37228
Lewis Cliff 88182,L6,53,Found,1988,13935,-84.28388,161.37213
Lewis Cliff 86210,Mesosiderite,9.2,Found,1986,13148,-84.25592,161.3721
Lewis Cliff 93879,L6,2.8,Found,1993,14601,-84.27613,161.37197
Lewis Cliff 87153,L6,34.1,Found,1987,13620,-84.36207,161.37196
Lewis Cliff 88578,H5,5.8,Found,1988,14318,-84.24885,161.37186
Lewis Cliff 88653,H5,9.4,Found,1988,14390,-84.27218,161.37185
Lewis Cliff 88191,H6,32,Found,1988,13944,-84.27604,161.37182
Lewis Cliff 88618,H6,13,Found,1988,14356,-84.2695,161.37171
Lewis Cliff 88743,H6,42.7,Found,1988,14480,-84.27905,161.37169
Lewis Cliff 88627,H5,4.9,Found,1988,14365,-84.25135,161.37168
Lewis Cliff 87076,H6,51.7,Found,1987,13549,-84.25315,161.37159
Lewis Cliff 86249,H6,44.8,Found,1986,13182,-84.2538,161.37158
Lewis Cliff 85441,Howardite,10.9,Found,1985,12909,-84.27884,161.37152
Lewis Cliff 88346,L6,18.2,Found,1988,14097,-84.26909,161.3713
Lewis Cliff 85301,H6,13.1,Found,1985,12774,-84.28402,161.3713
Lewis Cliff 86232,H5,19.4,Found,1986,13166,-84.26836,161.37121
Lewis Cliff 86202,H6,12.2,Found,1986,13140,-84.2679,161.37118
Lewis Cliff 88557,L6,8.7,Found,1988,14298,-84.25115,161.37117
Lewis Cliff 88112,L4,9.9,Found,1988,13865,-84.25243,161.37108
Lewis Cliff 86040,L4,48.8,Found,1986,12979,-84.25394,161.37079
Lewis Cliff 85384,H6,5.6,Found,1985,12853,-84.27872,161.37077
Lewis Cliff 87084,H5,8.5,Found,1987,13557,-84.25361,161.37072
Lewis Cliff 88615,L5,12.1,Found,1988,14353,-84.26851,161.37063
Lewis Cliff 88566,L6,10.6,Found,1988,14306,-84.25102,161.37055
Lewis Cliff 86115,L6,33.5,Found,1986,13054,-84.25687,161.37053
Lewis Cliff 93884,L6,12.7,Found,1993,14606,-84.28928,161.37015
Lewis Cliff 88593,L6,4.3,Found,1988,14332,-84.25049,161.37013
Lewis Cliff 88654,L6,8.3,Found,1988,14391,-84.26449,161.37011
Lewis Cliff 85305,Eucrite-unbr,40.8,Found,1985,12777,-84.28729,161.37001
Lewis Cliff 85340,L5,102.7,Found,1985,12810,-84.28505,161.36984
Lewis Cliff 88543,L6,11.3,Found,1988,14284,-84.24892,161.36982
Lewis Cliff 87114,L6,3.1,Found,1987,13584,-84.36538,161.36975
Lewis Cliff 86218,H6,6.2,Found,1986,13155,-84.25525,161.36958
Lewis Cliff 86240,H5,7.1,Found,1986,13174,-84.27032,161.36955
Lewis Cliff 88567,H5,9.7,Found,1988,14307,-84.25137,161.36952
Lewis Cliff 85398,H4,37.9,Found,1985,12867,-84.28096,161.3695
Lewis Cliff 88102,H6,10.9,Found,1988,13855,-84.25259,161.36945
Lewis Cliff 88648,H6,21.7,Found,1988,14385,-84.27082,161.3694
Lewis Cliff 88773,L6,14.1,Found,1988,14510,-84.2508,161.36939
Lewis Cliff 88658,LL6,6.6,Found,1988,14395,-84.27076,161.3692
Lewis Cliff 86273,L6,30.3,Found,1986,13206,-84.25459,161.36919
Lewis Cliff 85437,L3.4,9.4,Found,1985,12905,-84.26708,161.3688
Lewis Cliff 86483,LL6,10,Found,1986,13413,-84.27311,161.36876
Lewis Cliff 87231,H6,75.1,Found,1987,13693,-84.35516,161.36864
Lewis Cliff 88002,CM2,7.2,Found,1988,13757,-84.2804,161.36849
Lewis Cliff 88691,H4,15,Found,1988,14428,-84.27103,161.36843
Lewis Cliff 85389,H5,3.6,Found,1985,12858,-84.28247,161.36839
Lewis Cliff 85306,CM2,6.5,Found,1985,12778,-84.28229,161.36826
Lewis Cliff 88304,L6,30.2,Found,1988,14055,-84.27023,161.36818
Lewis Cliff 88727,H5,6,Found,1988,14464,-84.28093,161.36788
Lewis Cliff 88199,H5,69,Found,1988,13952,-84.28817,161.36782
Lewis Cliff 88116,H5,73.1,Found,1988,13869,-84.25151,161.3678
Lewis Cliff 85317,L4,8.7,Found,1985,12787,-84.2738,161.36764
Lewis Cliff 87085,H5,9.3,Found,1987,13558,-84.25442,161.36757
Lewis Cliff 88174,H4,103.8,Found,1988,13927,-84.24857,161.36736
Lewis Cliff 88720,H6,7.5,Found,1988,14457,-84.2719,161.36734
Lewis Cliff 85467,LL6,4.5,Found,1985,12935,-84.27428,161.36723
Lewis Cliff 88667,H5,6.7,Found,1988,14404,-84.27145,161.36688
Lewis Cliff 86125,H5,13.7,Found,1986,13064,-84.25751,161.36679
Lewis Cliff 88120,H5,32.1,Found,1988,13873,-84.25167,161.36664
Lewis Cliff 86147,H5,12.8,Found,1986,13086,-84.2576,161.36651
Lewis Cliff 86150,H5,7.2,Found,1986,13089,-84.25942,161.36625
Lewis Cliff 86258,CK4,24.1,Found,1986,13191,-84.25457,161.36621
Lewis Cliff 88188,L6,45.1,Found,1988,13941,-84.27196,161.366
Lewis Cliff 88123,L6,3.8,Found,1988,13876,-84.25256,161.36577
Lewis Cliff 88614,L6,8.9,Found,1988,14352,-84.26735,161.36541
Lewis Cliff 86057,LL6,54.7,Found,1986,12996,-84.25163,161.3654
Lewis Cliff 85302,Eucrite-pmict,114.5,Found,1985,12775,-84.26719,161.36527
Lewis Cliff 88703,L5,9.9,Found,1988,14440,-84.272,161.36517
Lewis Cliff 88196,L6,36.2,Found,1988,13949,-84.27165,161.36511
Lewis Cliff 88708,H5,12.4,Found,1988,14445,-84.2744,161.36508
Lewis Cliff 85360,L6,12.7,Found,1985,12830,-84.27555,161.36501
Lewis Cliff 85330,H6,67,Found,1985,12800,-84.26709,161.36497
Lewis Cliff 87061,L6,14,Found,1987,13535,-84.26002,161.36496
Lewis Cliff 88746,LL5,4.3,Found,1988,14483,-84.28399,161.36486
Lewis Cliff 88613,H5,8.3,Found,1988,14351,-84.26951,161.36454
Lewis Cliff 88193,H5,37.5,Found,1988,13946,-84.27179,161.36451
Lewis Cliff 87228,H6,2.4,Found,1987,13691,-84.357,161.36443
Lewis Cliff 86212,H6,5.5,Found,1986,13150,-84.25449,161.36413
Lewis Cliff 86204,H6,22.5,Found,1986,13142,-84.26644,161.36411
Lewis Cliff 87001,CM2,4,Found,1987,13476,-84.34355,161.36389
Lewis Cliff 85335,H6,106.7,Found,1985,12805,-84.28593,161.36361
Lewis Cliff 87036,L6,224.5,Found,1987,13510,-84.34819,161.36359
Lewis Cliff 86132,L6,12.1,Found,1986,13071,-84.25661,161.36341
Lewis Cliff 88739,L6,3.1,Found,1988,14476,-84.28434,161.36339
Lewis Cliff 88769,L6,4.8,Found,1988,14506,-84.28011,161.36336
Lewis Cliff 85439,L6,2.7,Found,1985,12907,-84.28082,161.36321
Lewis Cliff 86533,H5,15.7,Found,1986,13461,-84.26756,161.3631
Lewis Cliff 87163,H5,0.3,Found,1987,13630,-84.35703,161.36291
Lewis Cliff 88135,EL6,16,Found,1988,13888,-84.26492,161.36281
Lewis Cliff 88328,L3.7,43.1,Found,1988,14079,-84.28267,161.36279
Lewis Cliff 86002,Eucrite-br,32.6,Found,1986,12942,-84.26906,161.36266
Lewis Cliff 88711,L5,8.8,Found,1988,14448,-84.27248,161.3626
Lewis Cliff 86195,L6,41.5,Found,1986,13133,-84.2688,161.36236
Lewis Cliff 86193,L6,7.6,Found,1986,13131,-84.25645,161.36202
Lewis Cliff 88752,H4,18.7,Found,1988,14489,-84.27365,161.36201
Lewis Cliff 86055,H5,41.3,Found,1986,12994,-84.25238,161.36184
Lewis Cliff 88734,H5,2.7,Found,1988,14471,-84.28433,161.36173
Lewis Cliff 85341,H5,76.1,Found,1985,12811,-84.28501,161.36158
Lewis Cliff 88730,H6,8,Found,1988,14467,-84.27165,161.36125
Lewis Cliff 88724,L5,9.2,Found,1988,14461,-84.27821,161.36118
Lewis Cliff 88183,H6,17.5,Found,1988,13936,-84.27162,161.36108
Lewis Cliff 88300,H5,86.1,Found,1988,14051,-84.26908,161.36101
Lewis Cliff 88704,H5,18.3,Found,1988,14441,-84.27388,161.36094
Lewis Cliff 86138,L4,46.9,Found,1986,13077,-84.25724,161.36078
Lewis Cliff 87062,L6,24,Found,1987,13536,-84.25424,161.36028
Lewis Cliff 93864,L5,8.2,Found,1993,14586,-84.25964,161.36012
Lewis Cliff 88741,H6,27,Found,1988,14478,-84.27197,161.35985
Lewis Cliff 86224,L5,6.9,Found,1986,13160,-84.26184,161.35958
Lewis Cliff 88721,L6,7.7,Found,1988,14458,-84.28552,161.35956
Lewis Cliff 85362,H6,14.5,Found,1985,12832,-84.26741,161.35943
Lewis Cliff 86354,H5,23.3,Found,1986,13285,-84.27633,161.35942
Lewis Cliff 87039,H6,309.4,Found,1987,13513,-84.35363,161.35933
Lewis Cliff 86120,H6,32.9,Found,1986,13059,-84.25934,161.35931
Lewis Cliff 86054,L6,2.4,Found,1986,12993,-84.25105,161.35923
Lewis Cliff 87014,LL6,8.8,Found,1987,13489,-84.25364,161.35908
Lewis Cliff 88187,L6,35.4,Found,1988,13940,-84.27532,161.35901
Lewis Cliff 88280,Lodranite,6,Found,1988,14031,-84.28238,161.359
Lewis Cliff 86289,L6,17.6,Found,1986,13221,-84.27649,161.35895
Lewis Cliff 86122,H5,9.3,Found,1986,13061,-84.25633,161.35847
Lewis Cliff 85397,L6,57.3,Found,1985,12866,-84.28793,161.35837
Lewis Cliff 87049,L4,309.7,Found,1987,13523,-84.35338,161.35777
Lewis Cliff 88718,L6,11.5,Found,1988,14455,-84.2764,161.35768
Lewis Cliff 86531,L6,21.1,Found,1986,13459,-84.2701,161.35767
Lewis Cliff 88732,L6,12.2,Found,1988,14469,-84.27985,161.35766
Lewis Cliff 86082,LL6,8.3,Found,1986,13021,-84.25107,161.35765
Lewis Cliff 85440,Ureilite,43.8,Found,1985,12908,-84.28204,161.3576
Lewis Cliff 88320,H5,105.2,Found,1988,14071,-84.26684,161.3574
Lewis Cliff 85370,H4,10.8,Found,1985,12840,-84.28674,161.35728
Lewis Cliff 88672,L6,11.5,Found,1988,14409,-84.26652,161.35724
Lewis Cliff 88119,H6,39.4,Found,1988,13872,-84.25244,161.35721
Lewis Cliff 87141,H6,7.9,Found,1987,13608,-84.35573,161.3572
Lewis Cliff 85313,Howardite,191.2,Found,1985,12783,-84.28779,161.35699
Lewis Cliff 86323,H5,5.3,Found,1986,13255,-84.28658,161.35697
Lewis Cliff 87008,CM2,1.4,Found,1987,13483,-84.34255,161.35696
Lewis Cliff 86167,H5,13,Found,1986,13105,-84.26164,161.35686
Lewis Cliff 88772,Ureilite,7.4,Found,1988,14509,-84.28735,161.356
Lewis Cliff 88728,L6,2.9,Found,1988,14465,-84.27189,161.35599
Lewis Cliff 88223,H6,6.7,Found,1988,13976,-84.2825,161.35595
Lewis Cliff 86356,H5,9.1,Found,1986,13287,-84.27766,161.35575
Lewis Cliff 88714,EL6,22.6,Found,1988,14451,-84.27455,161.35524
Lewis Cliff 86514,H5,65.1,Found,1986,13442,-84.27515,161.35505
Lewis Cliff 86184,L6,15.9,Found,1986,13122,-84.25695,161.35493
Lewis Cliff 85324,H5,514.1,Found,1985,12794,-84.28681,161.35491
Lewis Cliff 85337,H6,57.4,Found,1985,12807,-84.27373,161.3548
Lewis Cliff 93860,H6,6.4,Found,1993,14582,-84.26126,161.35465
Lewis Cliff 86152,H5,15.4,Found,1986,13091,-84.25691,161.3546
Lewis Cliff 86340,H6,25.1,Found,1986,13271,-84.27756,161.35435
Lewis Cliff 88195,L6,45.1,Found,1988,13948,-84.2769,161.35427
Lewis Cliff 86216,Ureilite,6.5,Found,1986,13153,-84.2527,161.35424
Lewis Cliff 85339,L3.4,28.8,Found,1985,12809,-84.28677,161.3542
Lewis Cliff 86525,H5,46.3,Found,1986,13453,-84.27189,161.35412
Lewis Cliff 88620,H5,8.6,Found,1988,14358,-84.2675,161.35395
Lewis Cliff 85409,H5,28.5,Found,1985,12878,-84.26214,161.35379
Lewis Cliff 86372,L6,11.8,Found,1986,13303,-84.2777,161.35364
Lewis Cliff 87058,L6,7.3,Found,1987,13532,-84.25395,161.35338
Lewis Cliff 88666,L6,9.3,Found,1988,14403,-84.29272,161.35319
Lewis Cliff 88108,L5,12.6,Found,1988,13861,-84.27698,161.353
Lewis Cliff 86282,L6,62.4,Found,1986,13214,-84.25417,161.35252
Lewis Cliff 86348,H6,20.4,Found,1986,13279,-84.27985,161.35251
Lewis Cliff 86110,L6,33.7,Found,1986,13049,-84.25719,161.35229
Lewis Cliff 86098,L4,52.8,Found,1986,13037,-84.26009,161.35212
Lewis Cliff 85428,L6,21.2,Found,1985,12896,-84.25942,161.35196
Lewis Cliff 86213,L3.4,27.9,Found,1986,13151,-84.25466,161.35175
Lewis Cliff 85418,H6,37.5,Found,1985,12887,-84.26229,161.35165
Lewis Cliff 85407,H5,18.6,Found,1985,12876,-84.28901,161.35154
Lewis Cliff 86164,H5,26,Found,1986,13102,-84.25651,161.35153
Lewis Cliff 86522,H6,42.7,Found,1986,13450,-84.27116,161.35147
Lewis Cliff 88755,H4,8.6,Found,1988,14492,-84.27843,161.35143
Lewis Cliff 86540,"Iron, IAB-sLH",21.1,Found,1986,13468,-84.27121,161.35133
Lewis Cliff 86198,H5,14.8,Found,1986,13136,-84.2538,161.3513
Lewis Cliff 86021,L3.5-3.9,325.8,Found,1986,12961,-84.25386,161.3511
Lewis Cliff 86253,H6,10.1,Found,1986,13186,-84.25372,161.35108
Lewis Cliff 86037,H5,5.6,Found,1986,12976,-84.2537,161.3505
Lewis Cliff 86490,L6,2209.1,Found,1986,13420,-84.25413,161.35013
Lewis Cliff 86208,H5,6.9,Found,1986,13146,-84.25295,161.35012
Lewis Cliff 88535,H5,9.2,Found,1988,14276,-84.26383,161.35011
Lewis Cliff 85454,L6,8.2,Found,1985,12922,-84.2849,161.35001
Lewis Cliff 86146,H6,2.9,Found,1986,13085,-84.25613,161.34998
Lewis Cliff 86199,H5,31.9,Found,1986,13137,-84.25313,161.34988
Lewis Cliff 88159,H5,32.8,Found,1988,13912,-84.26271,161.34984
Lewis Cliff 88259,L6,22.1,Found,1988,14010,-84.2838,161.34972
Lewis Cliff 85315,H6,10.2,Found,1985,12785,-84.28481,161.34965
Lewis Cliff 88253,H6,20.4,Found,1988,14004,-84.28408,161.34963
Lewis Cliff 87031,H5,1315.1,Found,1987,13505,-84.34704,161.34955
Lewis Cliff 85386,LL6,14.2,Found,1985,12855,-84.28489,161.34938
Lewis Cliff 85355,H5,5.5,Found,1985,12825,-84.28478,161.3493
Lewis Cliff 86183,H6,22.9,Found,1986,13121,-84.25846,161.34923
Lewis Cliff 85412,H6,70.9,Found,1985,12881,-84.2887,161.34915
Lewis Cliff 86220,Acapulcoite/Lodranite,25,Found,1986,13156,-84.25442,161.34898
