name,recclass,mass,fall,year,id,latitude,longitude
Queen Alexandra Range 93578,L5,2.1,Found,1993,19665,-84,168
Queen Alexandra Range 93585,L5,2.1,Found,1993,19672,-84,168
Queen Alexandra Range 93586,Mesosiderite,2.1,Found,1993,19673,-84,168
Queen Alexandra Range 93604,H6,2.1,Found,1993,19691,-84,168
Queen Alexandra Range 94377,L5,2.1,Found,1994,20010,-84,168
Queen Alexandra Range 94420,L3.4,2.1,Found,1994,20053,-84,168
Queen Alexandra Range 94448,L6,2.1,Found,1994,20080,-84,168
Queen Alexandra Range 94544,H6,2.1,Found,1994,20176,-84,168
Queen Alexandra Range 94685,H6,2.1,Found,1994,20316,-84,168
Queen Alexandra Range 94690,L6,2.1,Found,1994,20321,-84,168
Queen Alexandra Range 94710,H6,2.1,Found,1994,20341,-84,168
Queen Alexandra Range 94711,H6,2.1,Found,1994,20342,-84,168
Queen Alexandra Range 971032,LL5,2.1,Found,1997,20542,-84,168
Queen Alexandra Range 97535,LL5,2.1,Found,1997,20991,-84,168
Queen Alexandra Range 97540,LL5,2.1,Found,1997,20996,-84,168
Queen Alexandra Range 97896,LL5,2.1,Found,1997,21350,-84,168
Queen Alexandra Range 97936,LL5,2.1,Found,1997,21390,-84,168
Queen Alexandra Range 99050,Diogenite,2.1,Found,1999,21502,-84,168
Queen Alexandra Range 99340,LL5,2.1,Found,1999,21790,-84,168
Queen Alexandra Range 99519,LL5,2.1,Found,1999,21965,-84,168
Queen Alexandra Range 99525,LL5,2.1,Found,1999,21971,-84,168
Queen Alexandra Range 99544,LL5,2.1,Found,1999,21990,-84,168
Queen Alexandra Range 99567,LL5,2.1,Found,1999,22013,-84,168
Queen Alexandra Range 99703,LL5,2.1,Found,1999,22149,-84,168
Queen Alexandra Range 99766,LL5,2.1,Found,1999,22212,-84,168
Queen Alexandra Range 99801,LL5,2.1,Found,1999,22247,-84,168
Queen Alexandra Range 99814,LL5,2.1,Found,1999,22260,-84,168
Queen Alexandra Range 99420,LL5,2.08,Found,1999,21868,-84,168
Queen Alexandra Range 02150,H6,2,Found,2002,18963,-84,168
Queen Alexandra Range 93434,H5,2,Found,1993,19522,-84,168
Queen Alexandra Range 93476,L5,2,Found,1993,19564,-84,168
Queen Alexandra Range 93477,H5,2,Found,1993,19565,-84,168
Queen Alexandra Range 94422,H5,2,Found,1994,20055,-84,168
Queen Alexandra Range 94566,H6,2,Found,1994,20198,-84,168
Queen Alexandra Range 97314,LL5,2,Found,1997,20772,-84,168
Queen Alexandra Range 97319,L6,2,Found,1997,20777,-84,168
Queen Alexandra Range 97548,LL5,2,Found,1997,21004,-84,168
Queen Alexandra Range 97627,L4,2,Found,1997,21083,-84,168
Queen Alexandra Range 97628,LL5,2,Found,1997,21084,-84,168
Queen Alexandra Range 97702,LL5,2,Found,1997,21158,-84,168
Queen Alexandra Range 99145,L5,2,Found,1999,21597,-84,168
Queen Alexandra Range 99203,H5,2,Found,1999,21654,-84,168
Queen Alexandra Range 99470,LL5,2,Found,1999,21916,-84,168
Queen Alexandra Range 99496,L6,2,Found,1999,21942,-84,168
Queen Alexandra Range 99513,LL5,2,Found,1999,21959,-84,168
Queen Alexandra Range 99749,LL5,2,Found,1999,22195,-84,168
Queen Alexandra Range 99187,LL6,1.97,Found,1999,21638,-84,168
Queen Alexandra Range 99188,LL5,1.97,Found,1999,21639,-84,168
Queen Alexandra Range 99421,LL5,1.97,Found,1999,21869,-84,168
Queen Alexandra Range 99297,LL5,1.96,Found,1999,21747,-84,168
Queen Alexandra Range 99298,LL5,1.96,Found,1999,21748,-84,168
Queen Alexandra Range 99167,LL5,1.94,Found,1999,21619,-84,168
Queen Alexandra Range 99216,LL5,1.93,Found,1999,21667,-84,168
Queen Alexandra Range 02177,LL5,1.9,Found,2002,18989,-84,168
Queen Alexandra Range 94322,H6,1.9,Found,1994,19957,-84,168
Queen Alexandra Range 94702,L6,1.9,Found,1994,20333,-84,168
Queen Alexandra Range 97336,LL5,1.9,Found,1997,20794,-84,168
Queen Alexandra Range 97436,LL5,1.9,Found,1997,20892,-84,168
Queen Alexandra Range 97584,LL6,1.9,Found,1997,21040,-84,168
Queen Alexandra Range 97626,L6,1.9,Found,1997,21082,-84,168
Queen Alexandra Range 97666,LL5,1.9,Found,1997,21122,-84,168
Queen Alexandra Range 97712,LL5,1.9,Found,1997,21168,-84,168
Queen Alexandra Range 97767,LL5,1.9,Found,1997,21222,-84,168
Queen Alexandra Range 97768,LL5,1.9,Found,1997,21223,-84,168
Queen Alexandra Range 99109,LL5,1.9,Found,1999,21561,-84,168
Queen Alexandra Range 99479,LL5,1.9,Found,1999,21925,-84,168
Queen Alexandra Range 99706,LL5,1.9,Found,1999,22152,-84,168
Queen Alexandra Range 99708,LL5,1.9,Found,1999,22154,-84,168
Queen Alexandra Range 99202,L5,1.89,Found,1999,21653,-84,168
Queen Alexandra Range 99286,LL5,1.86,Found,1999,21737,-84,168
Queen Alexandra Range 99111,LL5,1.85,Found,1999,21563,-84,168
Queen Alexandra Range 99277,LL5,1.85,Found,1999,21728,-84,168
Queen Alexandra Range 02136,H5,1.82,Found,2002,18949,-84,168
Queen Alexandra Range 99306,LL5,1.81,Found,1999,21756,-84,168
Queen Alexandra Range 93520,L3.5,1.8,Found,1993,19608,-84,168
Queen Alexandra Range 93521,L5,1.8,Found,1993,19609,-84,168
Queen Alexandra Range 93567,H5,1.8,Found,1993,19655,-84,168
Queen Alexandra Range 94362,L5,1.8,Found,1994,19995,-84,168
Queen Alexandra Range 94363,H6,1.8,Found,1994,19996,-84,168
Queen Alexandra Range 94403,H5,1.8,Found,1994,20036,-84,168
Queen Alexandra Range 94455,L6,1.8,Found,1994,20087,-84,168
Queen Alexandra Range 94546,CV3,1.8,Found,1994,20178,-84,168
Queen Alexandra Range 94607,L6,1.8,Found,1994,20238,-84,168
Queen Alexandra Range 94608,H6,1.8,Found,1994,20239,-84,168
Queen Alexandra Range 94693,H6,1.8,Found,1994,20324,-84,168
Queen Alexandra Range 94755,H6,1.8,Found,1994,20385,-84,168
Queen Alexandra Range 97271,LL5,1.8,Found,1997,20729,-84,168
Queen Alexandra Range 97282,LL5,1.8,Found,1997,20740,-84,168
Queen Alexandra Range 97299,H5,1.8,Found,1997,20757,-84,168
Queen Alexandra Range 97732,LL5,1.8,Found,1997,21188,-84,168
Queen Alexandra Range 97733,LL5,1.8,Found,1997,21189,-84,168
Queen Alexandra Range 97766,LL5,1.8,Found,1997,21221,-84,168
Queen Alexandra Range 97859,LL5,1.8,Found,1997,21313,-84,168
Queen Alexandra Range 97892,L6,1.8,Found,1997,21346,-84,168
Queen Alexandra Range 97934,L5,1.8,Found,1997,21388,-84,168
Queen Alexandra Range 97958,CM2,1.8,Found,1997,21412,-84,168
Queen Alexandra Range 97968,LL5,1.8,Found,1997,21422,-84,168
Queen Alexandra Range 97989,L5,1.8,Found,1997,21443,-84,168
Queen Alexandra Range 99418,LL5,1.8,Found,1999,21866,-84,168
Queen Alexandra Range 99506,LL5,1.8,Found,1999,21952,-84,168
Queen Alexandra Range 99523,L5,1.8,Found,1999,21969,-84,168
Queen Alexandra Range 99524,H5,1.8,Found,1999,21970,-84,168
Queen Alexandra Range 99593,LL5,1.8,Found,1999,22039,-84,168
Queen Alexandra Range 99839,LL5,1.8,Found,1999,22283,-84,168
Queen Alexandra Range 99840,LL5,1.8,Found,1999,22284,-84,168
Queen Alexandra Range 99271,LL5,1.79,Found,1999,21722,-84,168
Queen Alexandra Range 99337,LL5,1.78,Found,1999,21787,-84,168
Queen Alexandra Range 99793,LL5,1.78,Found,1999,22239,-84,168
Queen Alexandra Range 99249,LL5,1.77,Found,1999,21700,-84,168
Queen Alexandra Range 99293,LL5,1.76,Found,1999,21743,-84,168
Queen Alexandra Range 99294,L5,1.76,Found,1999,21744,-84,168
Queen Alexandra Range 99299,LL5,1.76,Found,1999,21749,-84,168
Queen Alexandra Range 99300,LL5,1.76,Found,1999,21750,-84,168
Queen Alexandra Range 99309,CBb,1.75,Found,1999,21759,-84,168
Queen Alexandra Range 93297,H5,1.7,Found,1993,19385,-84,168
Queen Alexandra Range 93328,L5,1.7,Found,1993,19416,-84,168
Queen Alexandra Range 93401,H6,1.7,Found,1993,19489,-84,168
Queen Alexandra Range 93415,L6,1.7,Found,1993,19503,-84,168
Queen Alexandra Range 93436,H6,1.7,Found,1993,19524,-84,168
Queen Alexandra Range 93512,L5,1.7,Found,1993,19600,-84,168
Queen Alexandra Range 93513,EH4,1.7,Found,1993,19601,-84,168
Queen Alexandra Range 93526,L6,1.7,Found,1993,19614,-84,168
Queen Alexandra Range 93702,L6,1.7,Found,1993,19788,-84,168
Queen Alexandra Range 94258,H5,1.7,Found,1994,19895,-84,168
Queen Alexandra Range 94287,L5,1.7,Found,1994,19923,-84,168
Queen Alexandra Range 94288,L6,1.7,Found,1994,19924,-84,168
Queen Alexandra Range 94505,H5,1.7,Found,1994,20137,-84,168
Queen Alexandra Range 94603,CR2,1.7,Found,1994,20234,-84,168
Queen Alexandra Range 971008,LL5,1.7,Found,1997,20516,-84,168
Queen Alexandra Range 971009,LL5,1.7,Found,1997,20517,-84,168
Queen Alexandra Range 97377,LL5,1.7,Found,1997,20834,-84,168
Queen Alexandra Range 97508,LL5,1.7,Found,1997,20964,-84,168
Queen Alexandra Range 97509,LL5,1.7,Found,1997,20965,-84,168
Queen Alexandra Range 97603,LL5,1.7,Found,1997,21059,-84,168
Queen Alexandra Range 97785,LL5,1.7,Found,1997,21240,-84,168
Queen Alexandra Range 97786,LL5,1.7,Found,1997,21241,-84,168
Queen Alexandra Range 97809,LL5,1.7,Found,1997,21264,-84,168
Queen Alexandra Range 97835,LL5,1.7,Found,1997,21289,-84,168
Queen Alexandra Range 97953,LL5,1.7,Found,1997,21407,-84,168
Queen Alexandra Range 99104,LL5,1.7,Found,1999,21556,-84,168
Queen Alexandra Range 99342,CM2,1.7,Found,1999,21792,-84,168
Queen Alexandra Range 99396,H-imp melt,1.7,Found,1999,21845,-84,168
Queen Alexandra Range 99481,L5,1.7,Found,1999,21927,-84,168
Queen Alexandra Range 99482,LL5,1.7,Found,1999,21928,-84,168
Queen Alexandra Range 99675,CK4,1.7,Found,1999,22121,-84,168
Queen Alexandra Range 99676,CK4,1.7,Found,1999,22122,-84,168
Queen Alexandra Range 99696,LL5,1.7,Found,1999,22142,-84,168
Queen Alexandra Range 99759,LL5,1.7,Found,1999,22205,-84,168
Queen Alexandra Range 99181,LL5,1.69,Found,1999,21632,-84,168
Queen Alexandra Range 99206,LL5,1.69,Found,1999,21657,-84,168
Queen Alexandra Range 99207,LL5,1.69,Found,1999,21658,-84,168
Queen Alexandra Range 99274,LL5,1.69,Found,1999,21725,-84,168
Queen Alexandra Range 99189,LL5,1.68,Found,1999,21640,-84,168
Queen Alexandra Range 99269,LL5,1.64,Found,1999,21720,-84,168
Queen Alexandra Range 93432,H6,1.6,Found,1993,19520,-84,168
Queen Alexandra Range 93623,H5,1.6,Found,1993,19710,-84,168
Queen Alexandra Range 93639,CV3,1.6,Found,1993,19726,-84,168
Queen Alexandra Range 93652,H5,1.6,Found,1993,19739,-84,168
Queen Alexandra Range 93666,H6,1.6,Found,1993,19753,-84,168
Queen Alexandra Range 94339,H5,1.6,Found,1994,19973,-84,168
Queen Alexandra Range 94432,H5,1.6,Found,1994,20065,-84,168
Queen Alexandra Range 94457,L6,1.6,Found,1994,20089,-84,168
Queen Alexandra Range 94466,H5,1.6,Found,1994,20098,-84,168
Queen Alexandra Range 94560,L6,1.6,Found,1994,20192,-84,168
Queen Alexandra Range 94573,H6,1.6,Found,1994,20204,-84,168
Queen Alexandra Range 94692,H5,1.6,Found,1994,20323,-84,168
Queen Alexandra Range 94745,L5,1.6,Found,1994,20375,-84,168
Queen Alexandra Range 97151,LL5,1.6,Found,1997,20609,-84,168
Queen Alexandra Range 97152,LL5,1.6,Found,1997,20610,-84,168
Queen Alexandra Range 97457,LL5,1.6,Found,1997,20913,-84,168
Queen Alexandra Range 97505,LL5,1.6,Found,1997,20961,-84,168
Queen Alexandra Range 97667,LL5,1.6,Found,1997,21123,-84,168
Queen Alexandra Range 97675,LL5,1.6,Found,1997,21131,-84,168
Queen Alexandra Range 97908,LL5,1.6,Found,1997,21362,-84,168
Queen Alexandra Range 99531,LL5,1.6,Found,1999,21977,-84,168
Queen Alexandra Range 99532,LL5,1.6,Found,1999,21978,-84,168
Queen Alexandra Range 99649,LL5,1.6,Found,1999,22095,-84,168
Queen Alexandra Range 99678,CK4,1.6,Found,1999,22124,-84,168
Queen Alexandra Range 99702,LL5,1.6,Found,1999,22148,-84,168
Queen Alexandra Range 99143,LL5,1.57,Found,1999,21595,-84,168
Queen Alexandra Range 99258,LL5,1.56,Found,1999,21709,-84,168
Queen Alexandra Range 99242,LL5,1.54,Found,1999,21693,-84,168
Queen Alexandra Range 99270,LL5,1.52,Found,1999,21721,-84,168
Queen Alexandra Range 93270,L5,1.5,Found,1993,19359,-84,168
Queen Alexandra Range 93575,Mesosiderite,1.5,Found,1993,19662,-84,168
Queen Alexandra Range 93607,L3.5,1.5,Found,1993,19694,-84,168
Queen Alexandra Range 93621,L5,1.5,Found,1993,19708,-84,168
Queen Alexandra Range 93645,L5,1.5,Found,1993,19732,-84,168
Queen Alexandra Range 93646,L5,1.5,Found,1993,19733,-84,168
Queen Alexandra Range 94221,H5,1.5,Found,1994,19862,-84,168
Queen Alexandra Range 94262,L6,1.5,Found,1994,19899,-84,168
Queen Alexandra Range 94372,H6,1.5,Found,1994,20005,-84,168
Queen Alexandra Range 94436,H5,1.5,Found,1994,20068,-84,168
Queen Alexandra Range 94491,H5,1.5,Found,1994,20123,-84,168
Queen Alexandra Range 94497,L6,1.5,Found,1994,20129,-84,168
Queen Alexandra Range 94549,H5,1.5,Found,1994,20181,-84,168
Queen Alexandra Range 94752,L6,1.5,Found,1994,20382,-84,168
Queen Alexandra Range 97132,LL5,1.5,Found,1997,20590,-84,168
Queen Alexandra Range 97228,LL5,1.5,Found,1997,20686,-84,168
Queen Alexandra Range 97458,LL5,1.5,Found,1997,20914,-84,168
Queen Alexandra Range 97536,LL5,1.5,Found,1997,20992,-84,168
Queen Alexandra Range 99078,LL5,1.5,Found,1999,21530,-84,168
Queen Alexandra Range 99231,Diogenite,1.5,Found,1999,21682,-84,168
Queen Alexandra Range 99232,LL5,1.5,Found,1999,21683,-84,168
Queen Alexandra Range 99233,LL5,1.5,Found,1999,21684,-84,168
Queen Alexandra Range 99378,LL5,1.5,Found,1999,21827,-84,168
Queen Alexandra Range 99490,LL5,1.5,Found,1999,21936,-84,168
Queen Alexandra Range 99491,LL5,1.5,Found,1999,21937,-84,168
Queen Alexandra Range 99713,LL5,1.5,Found,1999,22159,-84,168
Queen Alexandra Range 99763,LL5,1.5,Found,1999,22209,-84,168
Queen Alexandra Range 99764,LL5,1.5,Found,1999,22210,-84,168
Queen Alexandra Range 99768,LL5,1.5,Found,1999,22214,-84,168
Queen Alexandra Range 99805,LL5,1.5,Found,1999,22251,-84,168
Queen Alexandra Range 99835,LL5,1.5,Found,1999,22280,-84,168
Queen Alexandra Range 99757,LL5,1.49,Found,1999,22203,-84,168
Queen Alexandra Range 99281,LL5,1.48,Found,1999,21732,-84,168
Queen Alexandra Range 99132,LL5,1.45,Found,1999,21584,-84,168
Queen Alexandra Range 99334,LL5,1.45,Found,1999,21784,-84,168
Queen Alexandra Range 99268,LL5,1.44,Found,1999,21719,-84,168
Queen Alexandra Range 93641,H6,1.4,Found,1993,19728,-84,168
Queen Alexandra Range 94284,H5,1.4,Found,1994,19920,-84,168
Queen Alexandra Range 94341,L5,1.4,Found,1994,19975,-84,168
Queen Alexandra Range 94373,H6,1.4,Found,1994,20006,-84,168
Queen Alexandra Range 94374,H6,1.4,Found,1994,20007,-84,168
Queen Alexandra Range 94498,H5,1.4,Found,1994,20130,-84,168
Queen Alexandra Range 94499,L6,1.4,Found,1994,20131,-84,168
Queen Alexandra Range 94514,L6,1.4,Found,1994,20146,-84,168
Queen Alexandra Range 94572,H6,1.4,Found,1994,20203,-84,168
Queen Alexandra Range 94683,L6,1.4,Found,1994,20314,-84,168
Queen Alexandra Range 97161,LL5,1.4,Found,1997,20619,-84,168
Queen Alexandra Range 97634,LL5,1.4,Found,1997,21090,-84,168
Queen Alexandra Range 97748,L6,1.4,Found,1997,21204,-84,168
Queen Alexandra Range 97781,LL5,1.4,Found,1997,21236,-84,168
Queen Alexandra Range 97832,L5,1.4,Found,1997,21286,-84,168
Queen Alexandra Range 97833,LL5,1.4,Found,1997,21287,-84,168
Queen Alexandra Range 97928,LL5,1.4,Found,1997,21382,-84,168
Queen Alexandra Range 99071,L5,1.4,Found,1999,21523,-84,168
Queen Alexandra Range 99072,LL5,1.4,Found,1999,21524,-84,168
Queen Alexandra Range 99105,LL5,1.4,Found,1999,21557,-84,168
Queen Alexandra Range 99338,LL5,1.4,Found,1999,21788,-84,168
Queen Alexandra Range 99344,LL5,1.4,Found,1999,21794,-84,168
Queen Alexandra Range 99385,LL5,1.4,Found,1999,21834,-84,168
Queen Alexandra Range 99401,LL5,1.4,Found,1999,21850,-84,168
Queen Alexandra Range 99402,LL5,1.4,Found,1999,21851,-84,168
Queen Alexandra Range 99507,LL5,1.4,Found,1999,21953,-84,168
Queen Alexandra Range 99517,L3.4,1.4,Found,1999,21963,-84,168
Queen Alexandra Range 99633,LL5,1.4,Found,1999,22079,-84,168
Queen Alexandra Range 99657,LL5,1.4,Found,1999,22103,-84,168
Queen Alexandra Range 99773,LL5,1.4,Found,1999,22219,-84,168
Queen Alexandra Range 99813,LL6,1.4,Found,1999,22259,-84,168
Queen Alexandra Range 99909,LL5,1.4,Found,1999,22353,-84,168
Queen Alexandra Range 99910,LL5,1.4,Found,1999,22354,-84,168
Queen Alexandra Range 99752,CM2,1.38,Found,1999,22198,-84,168
Queen Alexandra Range 02149,LL5,1.32,Found,2002,18962,-84,168
Queen Alexandra Range 02139,LL5,1.3,Found,2002,18952,-84,168
Queen Alexandra Range 93018,CM2,1.3,Found,1993,19107,-84,168
Queen Alexandra Range 93354,H6,1.3,Found,1993,19442,-84,168
Queen Alexandra Range 93391,H5,1.3,Found,1993,19479,-84,168
Queen Alexandra Range 93402,H5,1.3,Found,1993,19490,-84,168
Queen Alexandra Range 93403,L6,1.3,Found,1993,19491,-84,168
Queen Alexandra Range 93538,L6,1.3,Found,1993,19626,-84,168
Queen Alexandra Range 93573,L5,1.3,Found,1993,19660,-84,168
Queen Alexandra Range 93616,L5,1.3,Found,1993,19703,-84,168
Queen Alexandra Range 93617,H5,1.3,Found,1993,19704,-84,168
Queen Alexandra Range 93620,L6,1.3,Found,1993,19707,-84,168
Queen Alexandra Range 93757,L6,1.3,Found,1993,19841,-84,168
Queen Alexandra Range 94265,L6,1.3,Found,1994,19902,-84,168
Queen Alexandra Range 94272,H6,1.3,Found,1994,19909,-84,168
Queen Alexandra Range 94273,H6,1.3,Found,1994,19910,-84,168
Queen Alexandra Range 94285,L5,1.3,Found,1994,19921,-84,168
Queen Alexandra Range 94321,EL3,1.3,Found,1994,19956,-84,168
Queen Alexandra Range 94449,L6,1.3,Found,1994,20081,-84,168
Queen Alexandra Range 94467,L6,1.3,Found,1994,20099,-84,168
Queen Alexandra Range 94468,L6,1.3,Found,1994,20100,-84,168
Queen Alexandra Range 94469,L6,1.3,Found,1994,20101,-84,168
Queen Alexandra Range 94565,H6,1.3,Found,1994,20197,-84,168
Queen Alexandra Range 94585,H6,1.3,Found,1994,20216,-84,168
Queen Alexandra Range 94739,L5,1.3,Found,1994,20370,-84,168
Queen Alexandra Range 94765,H6,1.3,Found,1994,20395,-84,168
Queen Alexandra Range 97370,LL5,1.3,Found,1997,20828,-84,168
Queen Alexandra Range 97371,L6,1.3,Found,1997,20829,-84,168
Queen Alexandra Range 97378,L6,1.3,Found,1997,20835,-84,168
Queen Alexandra Range 97419,LL5,1.3,Found,1997,20875,-84,168
Queen Alexandra Range 97489,LL5,1.3,Found,1997,20945,-84,168
Queen Alexandra Range 97639,LL5,1.3,Found,1997,21095,-84,168
Queen Alexandra Range 97645,L6,1.3,Found,1997,21101,-84,168
Queen Alexandra Range 97782,LL5,1.3,Found,1997,21237,-84,168
Queen Alexandra Range 97826,LL5,1.3,Found,1997,21280,-84,168
Queen Alexandra Range 99051,L5,1.3,Found,1999,21503,-84,168
Queen Alexandra Range 99052,L5,1.3,Found,1999,21504,-84,168
Queen Alexandra Range 99149,LL5,1.3,Found,1999,21601,-84,168
Queen Alexandra Range 99392,LL5,1.3,Found,1999,21841,-84,168
Queen Alexandra Range 99434,H5,1.3,Found,1999,21882,-84,168
Queen Alexandra Range 99435,H5,1.3,Found,1999,21883,-84,168
Queen Alexandra Range 99487,LL5,1.3,Found,1999,21933,-84,168
Queen Alexandra Range 99489,LL5,1.3,Found,1999,21935,-84,168
Queen Alexandra Range 99492,LL5,1.3,Found,1999,21938,-84,168
Queen Alexandra Range 99493,LL5,1.3,Found,1999,21939,-84,168
Queen Alexandra Range 99503,L5,1.3,Found,1999,21949,-84,168
Queen Alexandra Range 99590,LL5,1.3,Found,1999,22036,-84,168
Queen Alexandra Range 99634,H5,1.3,Found,1999,22080,-84,168
Queen Alexandra Range 99635,LL5,1.3,Found,1999,22081,-84,168
Queen Alexandra Range 99650,LL5,1.3,Found,1999,22096,-84,168
Queen Alexandra Range 99677,CK4,1.3,Found,1999,22123,-84,168
Queen Alexandra Range 99745,LL5,1.3,Found,1999,22191,-84,168
Queen Alexandra Range 99767,LL5,1.3,Found,1999,22213,-84,168
Queen Alexandra Range 99806,LL5,1.3,Found,1999,22252,-84,168
Queen Alexandra Range 99854,LL5,1.3,Found,1999,22298,-84,168
Queen Alexandra Range 99859,LL5,1.3,Found,1999,22303,-84,168
Queen Alexandra Range 99860,LL5,1.3,Found,1999,22304,-84,168
Queen Alexandra Range 99902,LL5,1.3,Found,1999,22346,-84,168
Queen Alexandra Range 99903,LL5,1.3,Found,1999,22347,-84,168
Queen Alexandra Range 02130,LL5,1.26,Found,2002,18943,-84,168
Queen Alexandra Range 99115,LL5,1.25,Found,1999,21567,-84,168
Queen Alexandra Range 99751,LL5,1.25,Found,1999,22197,-84,168
Queen Alexandra Range 99209,LL5,1.22,Found,1999,21660,-84,168
Queen Alexandra Range 02146,L6,1.2,Found,2002,18959,-84,168
Queen Alexandra Range 93422,H6,1.2,Found,1993,19510,-84,168
Queen Alexandra Range 93554,H5,1.2,Found,1993,19642,-84,168
Queen Alexandra Range 93555,L5,1.2,Found,1993,19643,-84,168
Queen Alexandra Range 93581,L5,1.2,Found,1993,19668,-84,168
Queen Alexandra Range 93582,H5,1.2,Found,1993,19669,-84,168
Queen Alexandra Range 93601,L6,1.2,Found,1993,19688,-84,168
Queen Alexandra Range 93602,L5,1.2,Found,1993,19689,-84,168
Queen Alexandra Range 93632,L6,1.2,Found,1993,19719,-84,168
Queen Alexandra Range 93633,H5,1.2,Found,1993,19720,-84,168
Queen Alexandra Range 93664,L5,1.2,Found,1993,19751,-84,168
Queen Alexandra Range 93682,L6,1.2,Found,1993,19769,-84,168
Queen Alexandra Range 94314,H6,1.2,Found,1994,19949,-84,168
Queen Alexandra Range 94315,H6,1.2,Found,1994,19950,-84,168
Queen Alexandra Range 94317,H6,1.2,Found,1994,19952,-84,168
Queen Alexandra Range 94318,H6,1.2,Found,1994,19953,-84,168
Queen Alexandra Range 94330,H6,1.2,Found,1994,19964,-84,168
Queen Alexandra Range 94368,EL4,1.2,Found,1994,20001,-84,168
Queen Alexandra Range 94378,L5,1.2,Found,1994,20011,-84,168
Queen Alexandra Range 94547,L5,1.2,Found,1994,20179,-84,168
Queen Alexandra Range 94612,LL6,1.2,Found,1994,20243,-84,168
Queen Alexandra Range 94675,H6,1.2,Found,1994,20306,-84,168
Queen Alexandra Range 94750,H5,1.2,Found,1994,20380,-84,168
Queen Alexandra Range 97198,LL5,1.2,Found,1997,20656,-84,168
Queen Alexandra Range 97239,LL5,1.2,Found,1997,20697,-84,168
Queen Alexandra Range 97485,LL5,1.2,Found,1997,20941,-84,168
Queen Alexandra Range 97497,LL5,1.2,Found,1997,20953,-84,168
Queen Alexandra Range 97502,LL5,1.2,Found,1997,20958,-84,168
Queen Alexandra Range 97516,LL5,1.2,Found,1997,20972,-84,168
Queen Alexandra Range 97517,LL5,1.2,Found,1997,20973,-84,168
Queen Alexandra Range 97543,LL5,1.2,Found,1997,20999,-84,168
Queen Alexandra Range 99100,H6,1.2,Found,1999,21552,-84,168
Queen Alexandra Range 99537,LL5,1.2,Found,1999,21983,-84,168
Queen Alexandra Range 99636,LL5,1.2,Found,1999,22082,-84,168
Queen Alexandra Range 99744,L5,1.2,Found,1999,22190,-84,168
Queen Alexandra Range 99847,LL5,1.2,Found,1999,22291,-84,168
Queen Alexandra Range 99259,LL6,1.19,Found,1999,21710,-84,168
Queen Alexandra Range 99214,LL5,1.18,Found,1999,21665,-84,168
Queen Alexandra Range 99215,LL5,1.18,Found,1999,21666,-84,168
Queen Alexandra Range 99213,LL5,1.16,Found,1999,21664,-84,168
Queen Alexandra Range 99205,LL5,1.15,Found,1999,21656,-84,168
Queen Alexandra Range 99674,LL5,1.14,Found,1999,22120,-84,168
Queen Alexandra Range 99794,LL5,1.13,Found,1999,22240,-84,168
Queen Alexandra Range 99335,LL5,1.12,Found,1999,21785,-84,168
Queen Alexandra Range 99797,L5,1.12,Found,1999,22243,-84,168
Queen Alexandra Range 93273,H5,1.1,Found,1993,19361,-84,168
Queen Alexandra Range 93452,H6,1.1,Found,1993,19540,-84,168
Queen Alexandra Range 93453,L5,1.1,Found,1993,19541,-84,168
Queen Alexandra Range 93474,L5,1.1,Found,1993,19562,-84,168
Queen Alexandra Range 93533,L6,1.1,Found,1993,19621,-84,168
Queen Alexandra Range 93596,L6,1.1,Found,1993,19683,-84,168
Queen Alexandra Range 93609,H6,1.1,Found,1993,19696,-84,168
Queen Alexandra Range 93630,H5,1.1,Found,1993,19717,-84,168
Queen Alexandra Range 93631,H6,1.1,Found,1993,19718,-84,168
Queen Alexandra Range 93669,L6,1.1,Found,1993,19756,-84,168
Queen Alexandra Range 93670,L5,1.1,Found,1993,19757,-84,168
Queen Alexandra Range 94324,L6,1.1,Found,1994,19958,-84,168
Queen Alexandra Range 94651,L5,1.1,Found,1994,20282,-84,168
Queen Alexandra Range 94735,H6,1.1,Found,1994,20366,-84,168
Queen Alexandra Range 94736,L6,1.1,Found,1994,20367,-84,168
Queen Alexandra Range 94775,L4,1.1,Found,1994,20405,-84,168
Queen Alexandra Range 97237,LL5,1.1,Found,1997,20695,-84,168
Queen Alexandra Range 97498,LL5,1.1,Found,1997,20954,-84,168
Queen Alexandra Range 97499,LL5,1.1,Found,1997,20955,-84,168
Queen Alexandra Range 97539,LL5,1.1,Found,1997,20995,-84,168
Queen Alexandra Range 97686,LL5,1.1,Found,1997,21142,-84,168
Queen Alexandra Range 97687,LL5,1.1,Found,1997,21143,-84,168
Queen Alexandra Range 97728,LL5,1.1,Found,1997,21184,-84,168
Queen Alexandra Range 99200,LL5,1.1,Found,1999,21651,-84,168
Queen Alexandra Range 99201,LL5,1.1,Found,1999,21652,-84,168
Queen Alexandra Range 99377,LL5,1.1,Found,1999,21826,-84,168
Queen Alexandra Range 99394,LL5,1.1,Found,1999,21843,-84,168
Queen Alexandra Range 99564,LL5,1.1,Found,1999,22010,-84,168
Queen Alexandra Range 99591,LL5,1.1,Found,1999,22037,-84,168
Queen Alexandra Range 99631,L5,1.1,Found,1999,22077,-84,168
Queen Alexandra Range 99632,LL5,1.1,Found,1999,22078,-84,168
Queen Alexandra Range 99256,LL5,1.04,Found,1999,21707,-84,168
