name,recclass,mass,fall,year,id,latitude,longitude,country_code
Yamato 82195,LL3.7,25.24,Found,1982,29389,-71.5,35.66667,AQ
Yamato 791006,H5,25.21,Found,1979,26355,-71.5,35.66667,AQ
Yamato 793187,H4,25.18,Found,1979,28536,-71.5,35.66667,AQ
Yamato 791860,H5,25.16,Found,1979,27209,-71.5,35.66667,AQ
Yamato 82137,L6,25.05,Found,1982,29331,-71.5,35.66667,AQ
Yamato 697,H4/5,25,Found,1969,24364,-71.5,35.66667,AQ
Yamato 793575,R3.8,25,Found,1979,28924,-71.5,35.66667,AQ
Yamato 791412,L6,24.98,Found,1979,26761,-71.5,35.66667,AQ
Yamato 791226,H4/5,24.86,Found,1979,26575,-71.5,35.66667,AQ
Yamato 791731,H4,24.83,Found,1979,27080,-71.5,35.66667,AQ
Yamato 793541,Howardite,24.82,Found,1979,28890,-71.5,35.66667,AQ
Yamato 793286,H5,24.8,Found,1979,28635,-71.5,35.66667,AQ
Yamato 792540,H5,24.77,Found,1979,27889,-71.5,35.66667,AQ
Yamato 793427,H4,24.67,Found,1979,28776,-71.5,35.66667,AQ
Yamato 791229,H4/5,24.64,Found,1979,26578,-71.5,35.66667,AQ
Yamato 794010,L6,24.56,Found,1979,28964,-71.5,35.66667,AQ
Yamato 791205,H5,24.46,Found,1979,26554,-71.5,35.66667,AQ
Yamato 791003,H5,24.45,Found,1979,26352,-71.5,35.66667,AQ
Yamato 791381,L4,24.41,Found,1979,26730,-71.5,35.66667,AQ
Yamato 792893,H5,24.39,Found,1979,28242,-71.5,35.66667,AQ
Yamato 794091,H4,24.38,Found,1979,29045,-71.5,35.66667,AQ
Yamato 793215,L6,24.33,Found,1979,28564,-71.5,35.66667,AQ
Yamato 792055,H4,24.2,Found,1979,27404,-71.5,35.66667,AQ
Yamato 792782,LL4,24.16,Found,1979,28131,-71.5,35.66667,AQ
Yamato 792940,H4,24.14,Found,1979,28289,-71.5,35.66667,AQ
Yamato 790562,LL,24.1,Found,1979,25911,-71.5,35.66667,AQ
Yamato 791187,Diogenite,24,Found,1979,26536,-71.5,35.66667,AQ
Yamato 790112,CR2,23.97,Found,1979,25461,-71.5,35.66667,AQ
Yamato 793435,H5,23.93,Found,1979,28784,-71.5,35.66667,AQ
Yamato 790114,Eucrite-pmict,23.92,Found,1979,25463,-71.5,35.66667,AQ
Yamato 791835,LL3.7,23.8,Found,1979,27184,-71.5,35.66667,AQ
Yamato 86052,H4,23.8,Found,1986,29558,-71.5,35.66667,AQ
Yamato 74469,H6,23.73,Found,1974,24847,0,35.66667,KE
Yamato 791751,L4,23.72,Found,1979,27100,-71.5,35.66667,AQ
Yamato 792899,H4,23.69,Found,1979,28248,-71.5,35.66667,AQ
Yamato 791571,L6,23.68,Found,1979,26920,-71.5,35.66667,AQ
Yamato 791459,L6,23.65,Found,1979,26808,-71.5,35.66667,AQ
Yamato 791922,H6,23.65,Found,1979,27271,-71.5,35.66667,AQ
Yamato 793192,Howardite,23.65,Found,1979,28541,-71.5,35.66667,AQ
Yamato 86188,H4,23.62,Found,1986,29694,-71.5,35.66667,AQ
Yamato 86283,H4,23.53,Found,1986,29789,-71.5,35.66667,AQ
Yamato 791907,H4,23.52,Found,1979,27256,-71.5,35.66667,AQ
Yamato 86287,H4,23.52,Found,1986,29793,-71.5,35.66667,AQ
Yamato 75291,H4,23.5,Found,1975,25332,-71.5,35.66667,AQ
Yamato 791476,H4/5,23.47,Found,1979,26825,-71.5,35.66667,AQ
Yamato 82126,H5,23.45,Found,1982,29320,-71.5,35.66667,AQ
Yamato 790469,H5,23.31,Found,1979,25818,-71.5,35.66667,AQ
Yamato 791043,H6,23.3,Found,1979,26392,-71.5,35.66667,AQ
Yamato 791824,CM2,23.28,Found,1979,27173,-71.5,35.66667,AQ
Yamato 792014,H4,23.27,Found,1979,27363,-71.5,35.66667,AQ
Yamato 86285,H4,23.15,Found,1986,29791,-71.5,35.66667,AQ
Yamato 82130,L5,23.11,Found,1982,29324,-71.5,35.66667,AQ
Yamato 793428,H4,23.1,Found,1979,28777,-71.5,35.66667,AQ
Yamato 790388,H5,23.05,Found,1979,25737,-71.5,35.66667,AQ
Yamato 791366,L3.7,23.04,Found,1979,26715,-71.5,35.66667,AQ
Yamato 82022,Diogenite,23.04,Found,1982,29216,-71.5,35.66667,AQ
Yamato 86074,H4,22.99,Found,1986,29580,-71.5,35.66667,AQ
Yamato 790983,L6,22.96,Found,1979,26332,-71.5,35.66667,AQ
Yamato 791228,H4/5,22.92,Found,1979,26577,-71.5,35.66667,AQ
Yamato 791225,H4/5,22.91,Found,1979,26574,-71.5,35.66667,AQ
Yamato 74138,H3,22.9,Found,1974,24516,-71.5,35.66667,AQ
Yamato 791158,H4,22.89,Found,1979,26507,-71.5,35.66667,AQ
Yamato 86076,H4,22.89,Found,1986,29582,-71.5,35.66667,AQ
Yamato 86067,H4,22.84,Found,1986,29573,-71.5,35.66667,AQ
Yamato 791219,H4/5,22.8,Found,1979,26568,-71.5,35.66667,AQ
Yamato 793237,L6,22.71,Found,1979,28586,-71.5,35.66667,AQ
Yamato 75019,L4,22.7,Found,1975,25060,-71.5,35.66667,AQ
Yamato 790455,L5,22.68,Found,1979,25804,-71.5,35.66667,AQ
Yamato 791610,H5,22.61,Found,1979,26959,-71.5,35.66667,AQ
Yamato 791936,H4,22.61,Found,1979,27285,-71.5,35.66667,AQ
Yamato 792342,H4,22.55,Found,1979,27691,-71.5,35.66667,AQ
Yamato 791415,L6,22.46,Found,1979,26764,-71.5,35.66667,AQ
Yamato 791914,H4,22.45,Found,1979,27263,-71.5,35.66667,AQ
Yamato 790742,H6,22.44,Found,1979,26091,-71.5,35.66667,AQ
Yamato 82034,L5,22.44,Found,1982,29228,-71.5,35.66667,AQ
Yamato 794062,H5,22.41,Found,1979,29016,-71.5,35.66667,AQ
Yamato 75138,L6,22.34,Found,1975,25179,-71.5,35.66667,AQ
Yamato 793370,L3.9,22.28,Found,1979,28719,-71.5,35.66667,AQ
Yamato 75120,L6,22.17,Found,1975,25161,-71.5,35.66667,AQ
Yamato 81039,H4,22.12,Found,1981,29100,-71.5,35.66667,AQ
Yamato 75304,H6,22.1,Found,1975,25345,-71.5,35.66667,AQ
Yamato 791085,H4,22.09,Found,1979,26434,-71.5,35.66667,AQ
Yamato 86286,H4,22.05,Found,1986,29792,-71.5,35.66667,AQ
Yamato 790574,LL5,22.04,Found,1979,25923,-71.5,35.66667,AQ
Yamato 000802,Martian (nakhlite),22,Found,2000,24357,-71.5,35.66667,AQ
Yamato 792750,H6,21.92,Found,1979,28099,-71.5,35.66667,AQ
Yamato 790795,LL6,21.84,Found,1979,26144,-71.5,35.66667,AQ
Yamato 74541,H6,21.83,Found,1974,24919,0,35.66667,KE
Yamato 74104,H6,21.8,Found,1974,24482,-71.5,35.66667,AQ
Yamato 791929,H6,21.78,Found,1979,27278,-71.5,35.66667,AQ
Yamato 74593,H6,21.77,Found,1974,24971,0,35.66667,KE
Yamato 86065,H4,21.74,Found,1986,29571,-71.5,35.66667,AQ
Yamato 791788,L6,21.68,Found,1979,27137,-71.5,35.66667,AQ
Yamato 793544,Howardite,21.68,Found,1979,28893,-71.5,35.66667,AQ
Yamato 790765,L6,21.6,Found,1979,26114,-71.5,35.66667,AQ
Yamato 74103,H6,21.59,Found,1974,24481,-71.5,35.66667,AQ
Yamato 75143,L6,21.59,Found,1975,25184,-71.5,35.66667,AQ
Yamato 8006,H4,21.58,Found,1980,29053,-71.5,35.66667,AQ
Yamato 793584,LL6,21.56,Found,1979,28933,-71.5,35.66667,AQ
Yamato 790281,H4,21.53,Found,1979,25630,-71.5,35.66667,AQ
Yamato 790799,LL6,21.5,Found,1979,26148,-71.5,35.66667,AQ
Yamato 791614,H5,21.47,Found,1979,26963,-71.5,35.66667,AQ
Yamato 791466,Diogenite,21.46,Found,1979,26815,-71.5,35.66667,AQ
Yamato 790565,LL,21.44,Found,1979,25914,-71.5,35.66667,AQ
Yamato 793233,H6,21.31,Found,1979,28582,-71.5,35.66667,AQ
Yamato 86749,H4,21.24,Found,1986,30255,-71.5,35.66667,AQ
Yamato 792937,H4,21.23,Found,1979,28286,-71.5,35.66667,AQ
Yamato 790770,L3.7,21.2,Found,1979,26119,-71.5,35.66667,AQ
Yamato 75123,L6,21.17,Found,1975,25164,-71.5,35.66667,AQ
Yamato 790387,H4,21.13,Found,1979,25736,-71.5,35.66667,AQ
Yamato 794080,CM2,21.11,Found,1979,29034,-71.5,35.66667,AQ
Yamato 8421,L6,21.08,Found,1984,29468,-71.5,35.66667,AQ
Yamato 82033,LL3.7,21.06,Found,1982,29227,-71.5,35.66667,AQ
Yamato 74424,H6,20.99,Found,1974,24802,0,35.66667,KE
Yamato 792867,H4,20.96,Found,1979,28216,-71.5,35.66667,AQ
Yamato 792131,H4,20.94,Found,1979,27480,-71.5,35.66667,AQ
Yamato 74051,H4,20.93,Found,1974,24429,-71.5,35.66667,AQ
Yamato 74174,L6,20.9,Found,1974,24552,-71.5,35.66667,AQ
Yamato 791494,L5,20.88,Found,1979,26843,-71.5,35.66667,AQ
Yamato 790960,H7,20.82,Found,1979,26309,-71.5,35.66667,AQ
Yamato 791744,L5,20.73,Found,1979,27093,-71.5,35.66667,AQ
Yamato 790796,LL6,20.71,Found,1979,26145,-71.5,35.66667,AQ
Yamato 792508,L6,20.71,Found,1979,27857,-71.5,35.66667,AQ
Yamato 75281,H6,20.7,Found,1975,25322,-71.5,35.66667,AQ
Yamato 791324,LL3.15,20.67,Found,1979,26673,-71.5,35.66667,AQ
Yamato 790566,LL,20.66,Found,1979,25915,-71.5,35.66667,AQ
Yamato 792766,H6,20.6,Found,1979,28115,-71.5,35.66667,AQ
Yamato 793546,Howardite,20.6,Found,1979,28895,-71.5,35.66667,AQ
Yamato 74422,H6,20.58,Found,1974,24800,0,35.66667,KE
Yamato 792783,LL4,20.58,Found,1979,28132,-71.5,35.66667,AQ
Yamato 791590,H4,20.57,Found,1979,26939,-71.5,35.66667,AQ
Yamato 791368,L6,20.55,Found,1979,26717,-71.5,35.66667,AQ
Yamato 793577,Howardite,20.53,Found,1979,28926,-71.5,35.66667,AQ
Yamato 75297,L4,20.5,Found,1975,25338,-71.5,35.66667,AQ
Yamato 793543,Howardite,20.49,Found,1979,28892,-71.5,35.66667,AQ
Yamato 86069,H4,20.48,Found,1986,29575,-71.5,35.66667,AQ
Yamato 74551,H6,20.46,Found,1974,24929,0,35.66667,KE
Yamato 791233,H4/5,20.46,Found,1979,26582,-71.5,35.66667,AQ
Yamato 74644,H5,20.45,Found,1974,25022,-71.5,35.66667,AQ
Yamato 8003,L6,20.43,Found,1980,29050,-71.5,35.66667,AQ
Yamato 792063,H4,20.42,Found,1979,27412,-71.5,35.66667,AQ
Yamato 74502,H6,20.41,Found,1974,24880,0,35.66667,KE
Yamato 74076,L6,20.36,Found,1974,24454,-71.5,35.66667,AQ
Yamato 86062,H4,20.33,Found,1986,29568,-71.5,35.66667,AQ
Yamato 7311,H6,20.3,Found,1973,24377,-71.5,35.66667,AQ
Yamato 791045,H5,20.27,Found,1979,26394,-71.5,35.66667,AQ
Yamato 791912,H4,20.27,Found,1979,27261,-71.5,35.66667,AQ
Yamato 791098,H4,20.25,Found,1979,26447,-71.5,35.66667,AQ
Yamato 86710,H4,20.2,Found,1986,30216,-71.5,35.66667,AQ
Yamato 791438,Eucrite-mmict,20.18,Found,1979,26787,-71.5,35.66667,AQ
Yamato 791665,H4,20.15,Found,1979,27014,-71.5,35.66667,AQ
Yamato 790568,LL,20.11,Found,1979,25917,-71.5,35.66667,AQ
Yamato 790420,H6,20.07,Found,1979,25769,-71.5,35.66667,AQ
Yamato 791206,Howardite,20.05,Found,1979,26555,-71.5,35.66667,AQ
Yamato 86066,H4,20.04,Found,1986,29572,-71.5,35.66667,AQ
Yamato 791111,LL5/6,20.02,Found,1979,26460,-71.5,35.66667,AQ
Yamato 790636,LL,19.98,Found,1979,25985,-71.5,35.66667,AQ
Yamato 86292,H4,19.98,Found,1986,29798,-71.5,35.66667,AQ
Yamato 790571,LL,19.96,Found,1979,25920,-71.5,35.66667,AQ
Yamato 790459,L6,19.92,Found,1979,25808,-71.5,35.66667,AQ
Yamato 794065,H6,19.85,Found,1979,29019,-71.5,35.66667,AQ
Yamato 86070,H4,19.85,Found,1986,29576,-71.5,35.66667,AQ
Yamato 794008,H3.6,19.82,Found,1979,28962,-71.5,35.66667,AQ
Yamato 793238,L6,19.78,Found,1979,28587,-71.5,35.66667,AQ
Yamato 86692,LL6,19.78,Found,1986,30198,-71.5,35.66667,AQ
Yamato 791608,H5,19.77,Found,1979,26957,-71.5,35.66667,AQ
Yamato 81006,L5,19.77,Found,1981,29067,-71.5,35.66667,AQ
Yamato 74058,H4,19.72,Found,1974,24436,-71.5,35.66667,AQ
Yamato 82136,L6,19.7,Found,1982,29330,-71.5,35.66667,AQ
Yamato 792542,H5,19.65,Found,1979,27891,-71.5,35.66667,AQ
Yamato 75105,"Iron, IIAB",19.6,Found,1975,25146,-71.5,35.66667,AQ
Yamato 793226,L6,19.6,Found,1979,28575,-71.5,35.66667,AQ
Yamato 86053,L6,19.53,Found,1986,29559,-71.5,35.66667,AQ
Yamato 790443,H3.7,19.49,Found,1979,25792,-71.5,35.66667,AQ
Yamato 791734,H4,19.47,Found,1979,27083,-71.5,35.66667,AQ
Yamato 791058,Winonaite,19.46,Found,1979,26407,-71.5,35.66667,AQ
Yamato 794066,H4,19.36,Found,1979,29020,-71.5,35.66667,AQ
Yamato 791236,H4/5,19.35,Found,1979,26585,-71.5,35.66667,AQ
Yamato 793376,H4,19.33,Found,1979,28725,-71.5,35.66667,AQ
Yamato 8418,L6,19.22,Found,1984,29465,-71.5,35.66667,AQ
Yamato 86191,H4,19.22,Found,1986,29697,-71.5,35.66667,AQ
Yamato 74127,L6,19.2,Found,1974,24505,-71.5,35.66667,AQ
Yamato 791484,L6,19.18,Found,1979,26833,-71.5,35.66667,AQ
Yamato 74056,H4,19.14,Found,1974,24434,-71.5,35.66667,AQ
Yamato 75033,H4,19.1,Found,1975,25074,-71.5,35.66667,AQ
Yamato 74500,H6,19.07,Found,1974,24878,0,35.66667,KE
Yamato 791055,H4/5,19.07,Found,1979,26404,-71.5,35.66667,AQ
Yamato 791686,H5,19.03,Found,1979,27035,-71.5,35.66667,AQ
Yamato 74463,H6,19.01,Found,1974,24841,0,35.66667,KE
Yamato 790113,Eucrite-pmict,19,Found,1979,25462,-71.5,35.66667,AQ
Yamato 794011,H3.6,19,Found,1979,28965,-71.5,35.66667,AQ
Yamato 790282,H4,18.97,Found,1979,25631,-71.5,35.66667,AQ
Yamato 792928,H6,18.94,Found,1979,28277,-71.5,35.66667,AQ
Yamato 791420,H4,18.91,Found,1979,26769,-71.5,35.66667,AQ
Yamato 791609,H5,18.9,Found,1979,26958,-71.5,35.66667,AQ
Yamato 791935,H6,18.9,Found,1979,27284,-71.5,35.66667,AQ
Yamato 74050,H4,18.88,Found,1974,24428,-71.5,35.66667,AQ
Yamato 790800,LL6,18.88,Found,1979,26149,-71.5,35.66667,AQ
Yamato 792821,H4,18.84,Found,1979,28170,-71.5,35.66667,AQ
Yamato 791227,H4/5,18.83,Found,1979,26576,-71.5,35.66667,AQ
Yamato 791941,H4,18.79,Found,1979,27290,-71.5,35.66667,AQ
Yamato 82072,H6,18.79,Found,1982,29266,-71.5,35.66667,AQ
Yamato 793279,H5,18.78,Found,1979,28628,-71.5,35.66667,AQ
Yamato 790167,H3.6,18.75,Found,1979,25516,-71.5,35.66667,AQ
Yamato 791467,Diogenite,18.71,Found,1979,26816,-71.5,35.66667,AQ
Yamato 790744,L5,18.7,Found,1979,26093,-71.5,35.66667,AQ
Yamato 791232,H4/5,18.69,Found,1979,26581,-71.5,35.66667,AQ
Yamato 74540,H6,18.65,Found,1974,24918,0,35.66667,KE
Yamato 791910,L6,18.61,Found,1979,27259,-71.5,35.66667,AQ
Yamato 74069,H6,18.57,Found,1974,24447,-71.5,35.66667,AQ
Yamato 790466,H5,18.56,Found,1979,25815,-71.5,35.66667,AQ
Yamato 790191,L6,18.5,Found,1979,25540,-71.5,35.66667,AQ
Yamato 792900,H4,18.5,Found,1979,28249,-71.5,35.66667,AQ
Yamato 74527,H6,18.49,Found,1974,24905,0,35.66667,KE
Yamato 790975,LL6,18.48,Found,1979,26324,-71.5,35.66667,AQ
Yamato 791679,L4,18.46,Found,1979,27028,-71.5,35.66667,AQ
Yamato 74378,L5,18.44,Found,1974,24756,-71.5,35.66667,AQ
Yamato 86713,LL6,18.37,Found,1986,30219,-71.5,35.66667,AQ
Yamato 792544,H4,18.34,Found,1979,27893,-71.5,35.66667,AQ
Yamato 86018,L6,18.34,Found,1986,29524,-71.5,35.66667,AQ
Yamato 793465,L6,18.33,Found,1979,28814,-71.5,35.66667,AQ
Yamato 791019,H5/6,18.29,Found,1979,26368,-71.5,35.66667,AQ
Yamato 790283,H4,18.28,Found,1979,25632,-71.5,35.66667,AQ
Yamato 790806,LL6,18.27,Found,1979,26155,-71.5,35.66667,AQ
Yamato 791615,H5,18.22,Found,1979,26964,-71.5,35.66667,AQ
Yamato 791937,H4,18.19,Found,1979,27286,-71.5,35.66667,AQ
Yamato 791727,L4,18.17,Found,1979,27076,-71.5,35.66667,AQ
Yamato 793390,H5,18.17,Found,1979,28739,-71.5,35.66667,AQ
Yamato 790998,H4,18.15,Found,1979,26347,-71.5,35.66667,AQ
Yamato 792045,H4,18.14,Found,1979,27394,-71.5,35.66667,AQ
Yamato 7307,LL6,18.1,Found,1973,24373,-71.5,35.66667,AQ
Yamato 791068,H5,18.07,Found,1979,26417,-71.5,35.66667,AQ
Yamato 86190,H6,18.07,Found,1986,29696,-71.5,35.66667,AQ
Yamato 74131,H5,18.06,Found,1974,24509,-71.5,35.66667,AQ
Yamato 82084,H4,18.05,Found,1982,29278,-71.5,35.66667,AQ
Yamato 791464,H4,18.02,Found,1979,26813,-71.5,35.66667,AQ
Yamato 790743,H6,17.96,Found,1979,26092,-71.5,35.66667,AQ
Yamato 86007,L6,17.93,Found,1986,29513,-71.5,35.66667,AQ
Yamato 791928,H4,17.9,Found,1979,27277,-71.5,35.66667,AQ
Yamato 86284,H4,17.9,Found,1986,29790,-71.5,35.66667,AQ
Yamato 792901,H4,17.88,Found,1979,28250,-71.5,35.66667,AQ
Yamato 792025,H4,17.84,Found,1979,27374,-71.5,35.66667,AQ
Yamato 74482,H6,17.82,Found,1974,24860,0,35.66667,KE
Yamato 790333,H3.6,17.73,Found,1979,25682,-71.5,35.66667,AQ
Yamato 791782,L6,17.73,Found,1979,27131,-71.5,35.66667,AQ
Yamato 74448,Diogenite,17.7,Found,1974,24826,-71.5,35.66667,AQ
Yamato 792960,E3,17.66,Found,1979,28309,-71.5,35.66667,AQ
Yamato 792743,H4,17.65,Found,1979,28092,-71.5,35.66667,AQ
Yamato 791745,CO3,17.62,Found,1979,27094,-71.5,35.66667,AQ
Yamato 791446,H4,17.6,Found,1979,26795,-71.5,35.66667,AQ
Yamato 793487,L4,17.59,Found,1979,28836,-71.5,35.66667,AQ
Yamato 74071,H4,17.55,Found,1974,24449,-71.5,35.66667,AQ
Yamato 790181,H6,17.51,Found,1979,25530,-71.5,35.66667,AQ
Yamato 792794,L6,17.51,Found,1979,28143,-71.5,35.66667,AQ
Yamato 86282,H4,17.43,Found,1986,29788,-71.5,35.66667,AQ
Yamato 792754,H5,17.33,Found,1979,28103,-71.5,35.66667,AQ
Yamato 792818,H4,17.28,Found,1979,28167,-71.5,35.66667,AQ
Yamato 793387,H4,17.26,Found,1979,28736,-71.5,35.66667,AQ
Yamato 792543,H4,17.22,Found,1979,27892,-71.5,35.66667,AQ
Yamato 790484,H5,17.2,Found,1979,25833,-71.5,35.66667,AQ
Yamato 81060,H4,17.18,Found,1981,29121,-71.5,35.66667,AQ
Yamato 790265,LL6,17.16,Found,1979,25614,-71.5,35.66667,AQ
Yamato 82128,L6,17.15,Found,1982,29322,-71.5,35.66667,AQ
Yamato 791517,L6,17.12,Found,1979,26866,-71.5,35.66667,AQ
Yamato 74060,H4,17.1,Found,1974,24438,-71.5,35.66667,AQ
Yamato 74173,L6,17.1,Found,1974,24551,-71.5,35.66667,AQ
Yamato 790470,H5,17.07,Found,1979,25819,-71.5,35.66667,AQ
Yamato 790973,H4/5,17.05,Found,1979,26322,-71.5,35.66667,AQ
Yamato 794067,H6,17,Found,1979,29021,-71.5,35.66667,AQ
Yamato 86071,H4,16.86,Found,1986,29577,-71.5,35.66667,AQ
Yamato 791876,H4,16.85,Found,1979,27225,-71.5,35.66667,AQ
Yamato 792069,H4,16.82,Found,1979,27418,-71.5,35.66667,AQ
Yamato 794024,LL,16.82,Found,1979,28978,-71.5,35.66667,AQ
Yamato 793512,H5,16.75,Found,1979,28861,-71.5,35.66667,AQ
Yamato 791410,L6,16.69,Found,1979,26759,-71.5,35.66667,AQ
Yamato 82110,H4,16.66,Found,1982,29304,-71.5,35.66667,AQ
Yamato 790187,H4,16.64,Found,1979,25536,-71.5,35.66667,AQ
Yamato 791743,L6,16.63,Found,1979,27092,-71.5,35.66667,AQ
Yamato 791506,H5,16.62,Found,1979,26855,-71.5,35.66667,AQ
Yamato 790280,H4,16.59,Found,1979,25629,-71.5,35.66667,AQ
Yamato 792111,H4,16.57,Found,1979,27460,-71.5,35.66667,AQ
Yamato 790972,H4/5,16.53,Found,1979,26321,-71.5,35.66667,AQ
Yamato 794078,CM2,16.53,Found,1979,29032,-71.5,35.66667,AQ
Yamato 74506,H6,16.51,Found,1974,24884,0,35.66667,KE
Yamato 793290,H5,16.5,Found,1979,28639,-71.5,35.66667,AQ
Yamato 791152,L6,16.48,Found,1979,26501,-71.5,35.66667,AQ
Yamato 82186,L4,16.48,Found,1982,29380,-71.5,35.66667,AQ
Yamato 74543,H6,16.47,Found,1974,24921,0,35.66667,KE
Yamato 86808,Diogenite,16.44,Found,1986,30314,-71.5,35.66667,AQ
Yamato 86288,H4,16.4,Found,1986,29794,-71.5,35.66667,AQ
Yamato 790391,H5,16.39,Found,1979,25740,-71.5,35.66667,AQ
Yamato 790569,LL,16.38,Found,1979,25918,-71.5,35.66667,AQ
Yamato 791924,H4,16.38,Found,1979,27273,-71.5,35.66667,AQ
Yamato 74059,H4,16.37,Found,1974,24437,-71.5,35.66667,AQ
Yamato 790263,L6,16.37,Found,1979,25612,-71.5,35.66667,AQ
Yamato 791382,H5,16.36,Found,1979,26731,-71.5,35.66667,AQ
Yamato 793471,H,16.34,Found,1979,28820,-71.5,35.66667,AQ
Yamato 74057,H4,16.32,Found,1974,24435,-71.5,35.66667,AQ
Yamato 74496,H6,16.31,Found,1974,24874,0,35.66667,KE
Yamato 792667,L6,16.3,Found,1979,28016,-71.5,35.66667,AQ
Yamato 792936,H6,16.28,Found,1979,28285,-71.5,35.66667,AQ
Yamato 793565,LL3.0,16.24,Found,1979,28914,-71.5,35.66667,AQ
Yamato 790149,H,16.23,Found,1979,25498,-71.5,35.66667,AQ
Yamato 790798,LL6,16.22,Found,1979,26147,-71.5,35.66667,AQ
Yamato 791141,LL5/6,16.2,Found,1979,26490,-71.5,35.66667,AQ
Yamato 74096,Diogenite,16.19,Found,1974,24474,-71.5,35.66667,AQ
Yamato 791830,H5,16.18,Found,1979,27179,-71.5,35.66667,AQ
Yamato 74489,H6,16.17,Found,1974,24867,0,35.66667,KE
Yamato 86693,CM2,16.17,Found,1986,30199,-71.5,35.66667,AQ
Yamato 791418,H(?)4,16.16,Found,1979,26767,-71.5,35.66667,AQ
Yamato 793289,H5,16.15,Found,1979,28638,-71.5,35.66667,AQ
Yamato 793234,H6,16.14,Found,1979,28583,-71.5,35.66667,AQ
Yamato 791230,H4/5,16.11,Found,1979,26579,-71.5,35.66667,AQ
Yamato 8306,H5,16.06,Found,1983,29411,-71.5,35.66667,AQ
Yamato 791838,Diogenite,16,Found,1979,27187,-71.5,35.66667,AQ
Yamato 793605,Martian (shergottite),16,Found,1979,28954,-71.5,35.66667,AQ
Yamato 790561,LL,15.99,Found,1979,25910,-71.5,35.66667,AQ
Yamato 791612,H5,15.97,Found,1979,26961,-71.5,35.66667,AQ
Yamato 793398,H4,15.97,Found,1979,28747,-71.5,35.66667,AQ
Yamato 86779,L6,15.92,Found,1986,30285,-71.5,35.66667,AQ
Yamato 790550,LL,15.89,Found,1979,25899,-71.5,35.66667,AQ
Yamato 74078,H4,15.88,Found,1974,24456,-71.5,35.66667,AQ
Yamato 790491,H3,15.81,Found,1979,25840,-71.5,35.66667,AQ
