name,recclass,mass,fall,year,id,latitude,longitude,country_code
Elephant Moraine 90221,L6,67.3,Found,1990,8630,-76.28479,156.50302,AQ
Elephant Moraine 87756,L6,170.5,Found,1987,8306,-76.27559,156.50264,AQ
Elephant Moraine 90874,L6,30.9,Found,1990,9283,-76.27403,156.50263,AQ
Elephant Moraine 87587,L6,102.6,Found,1987,8137,-76.27598,156.50251,AQ
Elephant Moraine 90495,L4,96.8,Found,1990,8904,-76.27353,156.50226,AQ
Elephant Moraine 90159,L6,47.1,Found,1990,8568,-76.27837,156.50225,AQ
Elephant Moraine 90484,L6,93.6,Found,1990,8893,-76.27389,156.50221,AQ
Elephant Moraine 90216,L6,28.9,Found,1990,8625,-76.2719,156.502,AQ
Elephant Moraine 90166,H6,104.2,Found,1990,8575,-76.28286,156.50181,AQ
Elephant Moraine 87569,L6,211.3,Found,1987,8119,-76.27543,156.50174,AQ
Elephant Moraine 87527,CK5,5.8,Found,1987,8077,-76.27543,156.50174,AQ
Elephant Moraine 90081,L6,39.1,Found,1990,8490,-76.28072,156.50143,AQ
Elephant Moraine 90199,L6,27.9,Found,1990,8608,-76.27913,156.50143,AQ
Elephant Moraine 90864,L6,3.7,Found,1990,9273,-76.27481,156.50133,AQ
Elephant Moraine 90151,H6,17.9,Found,1990,8560,-76.26864,156.5012,AQ
Elephant Moraine 87619,L6,9.1,Found,1987,8169,-76.27602,156.50089,AQ
Elephant Moraine 90850,L6,19.7,Found,1990,9259,-76.27994,156.50071,AQ
Allan Hills 85063,L6,12.7,Found,1985,929,-76.86188,156.50066,AQ
Elephant Moraine 90204,L6,143.4,Found,1990,8613,-76.27493,156.50063,AQ
Elephant Moraine 90226,L6,22.4,Found,1990,8635,-76.27407,156.50042,AQ
Elephant Moraine 90896,H5,13.9,Found,1990,9305,-76.2806,156.49971,AQ
Elephant Moraine 90172,L6,15.3,Found,1990,8581,-76.27937,156.49958,AQ
Elephant Moraine 90881,L6,19.8,Found,1990,9290,-76.27835,156.49957,AQ
Elephant Moraine 90224,L6,8.7,Found,1990,8633,-76.27591,156.49937,AQ
Elephant Moraine 90181,L6,15.4,Found,1990,8590,-76.27466,156.49913,AQ
Allan Hills 85158,LL6,2.9,Found,1985,1023,-76.87787,156.49901,AQ
Elephant Moraine 90915,L6,6.1,Found,1990,9324,-76.26869,156.49893,AQ
Allan Hills 85157,L6,20.1,Found,1985,1022,-76.89897,156.49871,AQ
Elephant Moraine 90906,L6,9.8,Found,1990,9315,-76.27316,156.49865,AQ
Elephant Moraine 90191,L6,11,Found,1990,8600,-76.27628,156.49863,AQ
Elephant Moraine 90489,L6,48.8,Found,1990,8898,-76.28322,156.49848,AQ
Elephant Moraine 90223,L6,21,Found,1990,8632,-76.27901,156.49837,AQ
Elephant Moraine 90865,L6,9.6,Found,1990,9274,-76.27276,156.4982,AQ
Elephant Moraine 90909,L3.6,6.4,Found,1990,9318,-76.26825,156.49748,AQ
Allan Hills 85050,L6,0.9,Found,1985,916,-76.87869,156.49742,AQ
Elephant Moraine 90178,H5,280.4,Found,1990,8587,-76.26709,156.49726,AQ
Elephant Moraine 87502,L6,1810.1,Found,1987,8053,-76.28503,156.49716,AQ
Elephant Moraine 90185,L6,21.9,Found,1990,8594,-76.27695,156.49708,AQ
Elephant Moraine 90160,L6,21.3,Found,1990,8569,-76.28279,156.49686,AQ
Elephant Moraine 90189,L6,7.8,Found,1990,8598,-76.28077,156.4968,AQ
Elephant Moraine 90219,L6,8.6,Found,1990,8628,-76.27327,156.49641,AQ
Elephant Moraine 90854,L6,49.8,Found,1990,9263,-76.28264,156.49639,AQ
Elephant Moraine 90869,L6,23.8,Found,1990,9278,-76.28538,156.4963,AQ
Elephant Moraine 87577,H5,147.9,Found,1987,8127,-76.26584,156.49606,AQ
Elephant Moraine 87626,L6,71.9,Found,1987,8176,-76.27909,156.49604,AQ
Elephant Moraine 90212,H5,11.5,Found,1990,8621,-76.26861,156.49583,AQ
Elephant Moraine 90757,Aubrite,3.7,Found,1990,9166,-76.28575,156.49583,AQ
Elephant Moraine 90149,L6,175.4,Found,1990,8558,-76.26985,156.49568,AQ
Elephant Moraine 90892,L6,36.9,Found,1990,9301,-76.27089,156.4956,AQ
Elephant Moraine 90206,L6,25.6,Found,1990,8615,-76.28591,156.49551,AQ
Elephant Moraine 90225,L6,2.2,Found,1990,8634,-76.26813,156.49546,AQ
Elephant Moraine 90832,L6,59.9,Found,1990,9241,-76.28238,156.49532,AQ
Elephant Moraine 90907,L6,30.1,Found,1990,9316,-76.28118,156.49524,AQ
Elephant Moraine 90146,L6,104.1,Found,1990,8555,-76.26962,156.49471,AQ
Elephant Moraine 90879,L6,32.5,Found,1990,9288,-76.28569,156.49453,AQ
Elephant Moraine 90143,L6,69.2,Found,1990,8552,-76.28137,156.49452,AQ
Elephant Moraine 90047,CM1/2,1.2,Found,1990,8457,-76.26535,156.49442,AQ
Elephant Moraine 87719,H6,65.7,Found,1987,8269,-76.26647,156.49436,AQ
Elephant Moraine 90872,L6,46.1,Found,1990,9281,-76.28503,156.4941,AQ
Elephant Moraine 90899,L6,14.1,Found,1990,9308,-76.28791,156.49406,AQ
Elephant Moraine 90891,L6,13.1,Found,1990,9300,-76.28497,156.49383,AQ
Elephant Moraine 90144,L6,74.3,Found,1990,8553,-76.28253,156.49375,AQ
Elephant Moraine 90834,L6,40,Found,1990,9243,-76.2864,156.49366,AQ
Elephant Moraine 90866,L6,13.3,Found,1990,9275,-76.27915,156.49366,AQ
Elephant Moraine 90890,L6,25.7,Found,1990,9299,-76.28622,156.49326,AQ
Elephant Moraine 87754,H5,34.4,Found,1987,8304,-76.27442,156.4925,AQ
Elephant Moraine 90197,L6,24.4,Found,1990,8606,-76.28223,156.49249,AQ
Elephant Moraine 90584,L6,5.5,Found,1990,8993,-76.26503,156.49249,AQ
Elephant Moraine 87616,L6,91.3,Found,1987,8166,-76.28085,156.49234,AQ
Elephant Moraine 90496,L6,103.4,Found,1990,8905,-76.26833,156.49233,AQ
Elephant Moraine 90843,L6,20,Found,1990,9252,-76.28681,156.49212,AQ
Elephant Moraine 87630,L6,16.8,Found,1987,8180,-76.28031,156.49212,AQ
Allan Hills 85049,L6,4.8,Found,1985,915,-76.87975,156.49207,AQ
Elephant Moraine 90888,L6,25,Found,1990,9297,-76.28536,156.49204,AQ
Allan Hills 85018,H6,811.8,Found,1985,884,-76.88268,156.49194,AQ
Elephant Moraine 90895,L6,36,Found,1990,9304,-76.27688,156.49172,AQ
Elephant Moraine 87635,L6,162.3,Found,1987,8185,-76.28142,156.49151,AQ
Elephant Moraine 87700,L6,43.6,Found,1987,8250,-76.2739,156.49131,AQ
Elephant Moraine 87503,Howardite,1734.5,Found,1987,8054,-76.27468,156.491,AQ
Elephant Moraine 90205,L6,46,Found,1990,8614,-76.28209,156.49089,AQ
Elephant Moraine 90038,CK5,5.5,Found,1990,8448,-76.27343,156.49053,AQ
Elephant Moraine 90242,L6,15.3,Found,1990,8651,-76.27482,156.49048,AQ
Elephant Moraine 90868,L6,32,Found,1990,9277,-76.28292,156.48989,AQ
Elephant Moraine 90174,L6,20,Found,1990,8583,-76.28629,156.48989,AQ
Elephant Moraine 90211,L6,23.1,Found,1990,8620,-76.27784,156.48975,AQ
Elephant Moraine 90876,L6,19,Found,1990,9285,-76.28205,156.4896,AQ
Elephant Moraine 90845,L6,21.3,Found,1990,9254,-76.27793,156.48952,AQ
Elephant Moraine 90214,L6,38.5,Found,1990,8623,-76.28592,156.48951,AQ
Elephant Moraine 90264,H6,2.8,Found,1990,8673,-76.27311,156.48928,AQ
Elephant Moraine 90857,L6,10.3,Found,1990,9266,-76.28258,156.48919,AQ
Elephant Moraine 90045,CK5,6.6,Found,1990,8455,-76.2766,156.48896,AQ
Elephant Moraine 87631,L6,42.8,Found,1987,8181,-76.28168,156.48886,AQ
Elephant Moraine 90050,CK5,4.1,Found,1990,8460,-76.26568,156.4887,AQ
Elephant Moraine 87860,CK5/6,32.8,Found,1987,8410,-76.28245,156.48865,AQ
Elephant Moraine 90184,L6,25,Found,1990,8593,-76.27363,156.48838,AQ
Elephant Moraine 90171,L6,42.4,Found,1990,8580,-76.28457,156.48834,AQ
Elephant Moraine 90040,CK5,13.1,Found,1990,8450,-76.27377,156.48818,AQ
Elephant Moraine 90155,L6,26.2,Found,1990,8564,-76.28327,156.48787,AQ
Elephant Moraine 90176,L6,33.6,Found,1990,8585,-76.28419,156.48786,AQ
Elephant Moraine 90335,L6,4.7,Found,1990,8744,-76.26557,156.48775,AQ
Elephant Moraine 90203,L6,51.5,Found,1990,8612,-76.28655,156.48757,AQ
Elephant Moraine 90182,L6,70.3,Found,1990,8591,-76.28078,156.48709,AQ
Elephant Moraine 90912,L6,0.2,Found,1990,9321,-76.2733,156.48695,AQ
Elephant Moraine 90210,L6,20.5,Found,1990,8619,-76.28583,156.4869,AQ
Elephant Moraine 87613,L6,77,Found,1987,8163,-76.28185,156.48682,AQ
Elephant Moraine 90657,L5,16.1,Found,1990,9066,-76.26635,156.48655,AQ
Elephant Moraine 90188,L6,49.6,Found,1990,8597,-76.28404,156.4865,AQ
Elephant Moraine 90840,L6,19,Found,1990,9249,-76.28716,156.48633,AQ
Elephant Moraine 90147,L6,61.4,Found,1990,8556,-76.28415,156.48629,AQ
Elephant Moraine 87803,L6,9,Found,1987,8353,-76.2683,156.4862,AQ
Elephant Moraine 87514,CK5,33.6,Found,1987,8065,-76.26669,156.48615,AQ
Elephant Moraine 90265,L6,3,Found,1990,8674,-76.27404,156.48612,AQ
Elephant Moraine 90012,L4,226.1,Found,1990,8422,-76.26938,156.4861,AQ
Elephant Moraine 87672,H6,126.3,Found,1987,8222,-76.26667,156.48604,AQ
Elephant Moraine 87832,H5,12.6,Found,1987,8382,-76.26778,156.48598,AQ
Elephant Moraine 90485,L6,52.4,Found,1990,8894,-76.28713,156.48596,AQ
Elephant Moraine 90200,L6,6.7,Found,1990,8609,-76.2854,156.4859,AQ
Elephant Moraine 90094,L6,8.9,Found,1990,8503,-76.26935,156.48567,AQ
Elephant Moraine 87590,L6,69,Found,1987,8140,-76.27234,156.48545,AQ
Elephant Moraine 90259,L6,22.9,Found,1990,8668,-76.27308,156.48512,AQ
Elephant Moraine 90180,L6,14.9,Found,1990,8589,-76.28473,156.48503,AQ
Elephant Moraine 90849,L6,40.3,Found,1990,9258,-76.2873,156.48477,AQ
Elephant Moraine 90875,L6,16.1,Found,1990,9284,-76.28667,156.4847,AQ
Elephant Moraine 90340,L6,24.6,Found,1990,8749,-76.26948,156.48461,AQ
Elephant Moraine 87556,L6,362.6,Found,1987,8106,-76.26621,156.48428,AQ
Elephant Moraine 90261,L3.4,6.6,Found,1990,8670,-76.27359,156.48414,AQ
Allan Hills 85080,L6,54.2,Found,1985,946,-76.89823,156.48377,AQ
Elephant Moraine 87705,L6,2.3,Found,1987,8255,-76.2657,156.48371,AQ
Elephant Moraine 90196,L6,62.3,Found,1990,8605,-76.28126,156.48358,AQ
Elephant Moraine 87736,L6,3.3,Found,1987,8286,-76.27259,156.48354,AQ
Elephant Moraine 90841,L6,19.5,Found,1990,9250,-76.28683,156.48353,AQ
Elephant Moraine 90884,L6,19.6,Found,1990,9293,-76.28452,156.48347,AQ
Elephant Moraine 87594,L6,79.1,Found,1987,8144,-76.28328,156.48318,AQ
Elephant Moraine 90727,L6,117.2,Found,1990,9136,-76.27099,156.48286,AQ
Elephant Moraine 87724,L6,115,Found,1987,8274,-76.26881,156.48278,AQ
Elephant Moraine 87725,L6,12.5,Found,1987,8275,-76.27152,156.48277,AQ
Elephant Moraine 90187,L6,45.9,Found,1990,8596,-76.27983,156.48267,AQ
Elephant Moraine 90074,L6,26.6,Found,1990,8483,-76.28739,156.48265,AQ
Elephant Moraine 87559,L6,584.2,Found,1987,8109,-76.26578,156.48253,AQ
Elephant Moraine 90837,L6,40.6,Found,1990,9246,-76.28545,156.48241,AQ
Elephant Moraine 90882,L6,24.3,Found,1990,9291,-76.28771,156.48194,AQ
Elephant Moraine 90873,L6,39.2,Found,1990,9282,-76.28454,156.48191,AQ
Allan Hills 85077,H5,12,Found,1985,943,-76.84301,156.48181,AQ
Elephant Moraine 90862,L6,9.6,Found,1990,9271,-76.28466,156.4818,AQ
Elephant Moraine 90100,L5,12.8,Found,1990,8509,-76.27923,156.48156,AQ
Elephant Moraine 87811,L6,18.1,Found,1987,8361,-76.26861,156.48147,AQ
Elephant Moraine 90838,L6,68.4,Found,1990,9247,-76.28565,156.48143,AQ
Elephant Moraine 90903,L6,17.8,Found,1990,9312,-76.28351,156.4814,AQ
Elephant Moraine 90894,L6,15,Found,1990,9303,-76.28509,156.48139,AQ
Elephant Moraine 90847,L6,42.3,Found,1990,9256,-76.27989,156.48137,AQ
Elephant Moraine 90055,L6,38.9,Found,1990,8465,-76.27289,156.48126,AQ
Elephant Moraine 90208,L6,31.4,Found,1990,8617,-76.28408,156.48126,AQ
Elephant Moraine 90186,L6,19.5,Found,1990,8595,-76.28071,156.48123,AQ
Elephant Moraine 90162,L6,8.3,Found,1990,8571,-76.27993,156.48114,AQ
Elephant Moraine 90902,L6,13.2,Found,1990,9311,-76.27998,156.48021,AQ
Elephant Moraine 90228,L6,6,Found,1990,8637,-76.28368,156.48011,AQ
Elephant Moraine 90842,L6,18.6,Found,1990,9251,-76.28015,156.48001,AQ
Elephant Moraine 90878,L6,10.8,Found,1990,9287,-76.28009,156.47999,AQ
Elephant Moraine 90858,L6,21.9,Found,1990,9267,-76.28686,156.47994,AQ
Allan Hills 85025,H5,713,Found,1985,891,-76.85539,156.47991,AQ
Elephant Moraine 90893,L6,61.7,Found,1990,9302,-76.28185,156.4799,AQ
Elephant Moraine 87708,L6,32.2,Found,1987,8258,-76.27189,156.47962,AQ
Elephant Moraine 90860,L6,26.2,Found,1990,9269,-76.28501,156.47914,AQ
Elephant Moraine 90886,L6,14.8,Found,1990,9295,-76.28555,156.47914,AQ
Allan Hills 85152,LL6,36.4,Found,1985,1017,-76.84284,156.47912,AQ
Elephant Moraine 90233,L6,6.6,Found,1990,8642,-76.28817,156.47906,AQ
Elephant Moraine 90859,L6,26.2,Found,1990,9268,-76.28739,156.47888,AQ
Elephant Moraine 87601,L6,50.1,Found,1987,8151,-76.26757,156.47883,AQ
Elephant Moraine 90301,L6,23.5,Found,1990,8710,-76.28119,156.47879,AQ
Elephant Moraine 90130,L6,21.8,Found,1990,8539,-76.28116,156.47876,AQ
Elephant Moraine 90024,Eucrite-br,22.8,Found,1990,8434,-76.28843,156.47872,AQ
Elephant Moraine 90346,L6,5.5,Found,1990,8755,-76.27779,156.47871,AQ
Elephant Moraine 90307,L6,25.6,Found,1990,8716,-76.28772,156.47867,AQ
Elephant Moraine 90183,L6,21.3,Found,1990,8592,-76.28298,156.47846,AQ
Elephant Moraine 90275,L6,19.5,Found,1990,8684,-76.28799,156.47813,AQ
Elephant Moraine 90195,L6,7.7,Found,1990,8604,-76.28749,156.4779,AQ
Elephant Moraine 90336,L6,14.1,Found,1990,8745,-76.27978,156.47777,AQ
Elephant Moraine 90910,L6,4,Found,1990,9319,-76.28196,156.47777,AQ
Elephant Moraine 90150,L6,36.2,Found,1990,8559,-76.2873,156.47776,AQ
Elephant Moraine 90267,L6,88.5,Found,1990,8676,-76.27837,156.47769,AQ
Elephant Moraine 90194,L6,7.2,Found,1990,8603,-76.28402,156.47769,AQ
Elephant Moraine 90198,L6,24.3,Found,1990,8607,-76.2861,156.47762,AQ
Elephant Moraine 90266,L6,101.7,Found,1990,8675,-76.27918,156.47755,AQ
Allan Hills 85136,H6,75.3,Found,1985,1001,-76.85471,156.47724,AQ
Elephant Moraine 90313,H5,27.5,Found,1990,8722,-76.28084,156.47723,AQ
Elephant Moraine 90277,L6,13.5,Found,1990,8686,-76.2798,156.47717,AQ
Elephant Moraine 90900,L6,23.4,Found,1990,9309,-76.28431,156.47701,AQ
Elephant Moraine 90173,L6,24.5,Found,1990,8582,-76.28438,156.47693,AQ
Allan Hills 85148,H6,3.6,Found,1985,1013,-76.89556,156.47672,AQ
Elephant Moraine 90163,L6,9,Found,1990,8572,-76.28732,156.4767,AQ
Elephant Moraine 90314,L6,18.4,Found,1990,8723,-76.27347,156.47667,AQ
Elephant Moraine 90990,H5,16.1,Found,1990,9399,-76.27802,156.47659,AQ
Elephant Moraine 90797,L6,27,Found,1990,9206,-76.28233,156.47658,AQ
Elephant Moraine 90581,L6,18.4,Found,1990,8990,-76.28218,156.47658,AQ
Elephant Moraine 87607,L6,109,Found,1987,8157,-76.26811,156.47653,AQ
Elephant Moraine 90871,L6,38.4,Found,1990,9280,-76.28791,156.47642,AQ
Elephant Moraine 90282,L6,15.3,Found,1990,8691,-76.27985,156.47636,AQ
Elephant Moraine 87822,H5,96.2,Found,1987,8372,-76.0454,156.47609,AQ
Elephant Moraine 90270,L6,32.9,Found,1990,8679,-76.28685,156.47609,AQ
Elephant Moraine 87735,L3.4,4.2,Found,1987,8285,-76.27366,156.476,AQ
Elephant Moraine 90759,L6,8.3,Found,1990,9168,-76.28251,156.47597,AQ
Elephant Moraine 90904,L6,10.1,Found,1990,9313,-76.28729,156.47585,AQ
Elephant Moraine 87589,L6,98.4,Found,1987,8139,-76.2723,156.47558,AQ
Elephant Moraine 87755,H5,88.4,Found,1987,8305,-76.0453,156.47553,AQ
Elephant Moraine 90076,L6,150.5,Found,1990,8485,-76.27776,156.4753,AQ
Elephant Moraine 90158,L6,79,Found,1990,8567,-76.28468,156.47516,AQ
Elephant Moraine 90328,H5,35.1,Found,1990,8737,-76.27825,156.47509,AQ
Elephant Moraine 90057,L6,22.1,Found,1990,8467,-76.28141,156.47503,AQ
Elephant Moraine 90222,L6,28.6,Found,1990,8631,-76.2884,156.47501,AQ
Elephant Moraine 90274,L6,55.5,Found,1990,8683,-76.28062,156.47483,AQ
Elephant Moraine 90326,L6,28.3,Found,1990,8735,-76.28107,156.47478,AQ
Elephant Moraine 87714,L6,4.8,Found,1987,8264,-76.27083,156.47451,AQ
Elephant Moraine 87624,L6,17.2,Found,1987,8174,-76.26971,156.47439,AQ
Elephant Moraine 90503,L6,85,Found,1990,8912,-76.28383,156.47433,AQ
Elephant Moraine 90209,L6,36.4,Found,1990,8618,-76.28448,156.47432,AQ
Elephant Moraine 90560,L6,28.1,Found,1990,8969,-76.28234,156.47428,AQ
Elephant Moraine 90118,L6,64.6,Found,1990,8527,-76.28043,156.47418,AQ
Elephant Moraine 90913,L6,23.8,Found,1990,9322,-76.28384,156.47414,AQ
Elephant Moraine 90227,L6,5.8,Found,1990,8636,-76.28392,156.47398,AQ
Elephant Moraine 90316,L6,76.9,Found,1990,8725,-76.2797,156.47386,AQ
Elephant Moraine 90550,L6,30.3,Found,1990,8959,-76.28214,156.47376,AQ
Elephant Moraine 87634,L6,14.1,Found,1987,8184,-76.27133,156.4737,AQ
Elephant Moraine 90311,L6,55.4,Found,1990,8720,-76.281,156.47334,AQ
Elephant Moraine 90283,L6,81.5,Found,1990,8692,-76.28,156.47332,AQ
Elephant Moraine 87605,L6,45.1,Found,1987,8155,-76.27001,156.47318,AQ
Elephant Moraine 90156,L6,51,Found,1990,8565,-76.28551,156.47311,AQ
Elephant Moraine 87528,Howardite,40.5,Found,1987,8078,-76.27318,156.47307,AQ
Elephant Moraine 90281,L6,52.6,Found,1990,8690,-76.28125,156.47302,AQ
Elephant Moraine 90102,EL6,17,Found,1990,8511,-76.27683,156.473,AQ
Elephant Moraine 90836,L5,6.9,Found,1990,9245,-76.28274,156.47277,AQ
Elephant Moraine 87659,L6,4.3,Found,1987,8209,-76.2694,156.47273,AQ
Elephant Moraine 90317,L6,22.7,Found,1990,8726,-76.28105,156.47271,AQ
Elephant Moraine 87738,L6,3,Found,1987,8288,-76.27107,156.47264,AQ
Elephant Moraine 90559,L6,42.2,Found,1990,8968,-76.28186,156.47247,AQ
Elephant Moraine 90855,L6,13.8,Found,1990,9264,-76.28631,156.4723,AQ
Elephant Moraine 90042,CK5,14.2,Found,1990,8452,-76.27972,156.47219,AQ
Elephant Moraine 90586,L6,2.7,Found,1990,8995,-76.28202,156.47199,AQ
Elephant Moraine 90306,L6,11.2,Found,1990,8715,-76.28115,156.47164,AQ
Elephant Moraine 90218,L6,15.6,Found,1990,8627,-76.28316,156.47162,AQ
Elephant Moraine 90090,L6,16.7,Found,1990,8499,-76.28064,156.4712,AQ
Elephant Moraine 87820,H6,221.4,Found,1987,8370,-76.2681,156.47082,AQ
Elephant Moraine 90101,L6,12.8,Found,1990,8510,-76.28113,156.47062,AQ
Elephant Moraine 90450,L6,63.6,Found,1990,8859,-76.28271,156.47054,AQ
Elephant Moraine 90914,L6,2.9,Found,1990,9323,-76.28806,156.47053,AQ
Elephant Moraine 90285,L6,77.4,Found,1990,8694,-76.28006,156.47038,AQ
Elephant Moraine 87644,L6,127.3,Found,1987,8194,-76.26933,156.47035,AQ
Elephant Moraine 90028,CK5,31.3,Found,1990,8438,-76.28025,156.47035,AQ
Elephant Moraine 90537,L6,17.6,Found,1990,8946,-76.2805,156.47031,AQ
Elephant Moraine 90164,L6,19.4,Found,1990,8573,-76.28788,156.47024,AQ
Elephant Moraine 90526,L6,12.7,Found,1990,8935,-76.28334,156.47015,AQ
Elephant Moraine 90096,L6,11.9,Found,1990,8505,-76.27595,156.46986,AQ
Elephant Moraine 90121,L6,232.2,Found,1990,8530,-76.28,156.46954,AQ
Elephant Moraine 90460,L6,46.2,Found,1990,8869,-76.28625,156.46949,AQ
Elephant Moraine 90772,L6,52.3,Found,1990,9181,-76.28387,156.46894,AQ
Elephant Moraine 90615,L6,43,Found,1990,9024,-76.28503,156.46888,AQ
Elephant Moraine 90139,L6,13.9,Found,1990,8548,-76.28082,156.4687,AQ
Elephant Moraine 90779,L6,14.8,Found,1990,9188,-76.28815,156.46854,AQ
Elephant Moraine 90796,L6,39.7,Found,1990,9205,-76.2858,156.46845,AQ
Elephant Moraine 90544,L6,48.7,Found,1990,8953,-76.28206,156.46844,AQ
Elephant Moraine 90287,L6,13.8,Found,1990,8696,-76.28054,156.46843,AQ
Elephant Moraine 90508,L6,42.6,Found,1990,8917,-76.28219,156.46842,AQ
Elephant Moraine 90232,L6,16.9,Found,1990,8641,-76.28795,156.46841,AQ
Elephant Moraine 90810,L6,19.5,Found,1990,9219,-76.28324,156.46829,AQ
Elephant Moraine 90780,L6,45.2,Found,1990,9189,-76.28853,156.46812,AQ
Elephant Moraine 90245,L6,19,Found,1990,8654,-76.2876,156.4681,AQ
Elephant Moraine 90551,L6,12.4,Found,1990,8960,-76.28734,156.46805,AQ
Allan Hills 85051,H5,4.9,Found,1985,917,-76.83928,156.46772,AQ
Elephant Moraine 87674,H5,3.9,Found,1987,8224,-76.26837,156.4676,AQ
Elephant Moraine 90451,L6,78.7,Found,1990,8860,-76.2884,156.46754,AQ
Elephant Moraine 87629,L6,0.5,Found,1987,8179,-76.27297,156.46753,AQ
Elephant Moraine 90767,L6,14.7,Found,1990,9176,-76.28754,156.46724,AQ
Elephant Moraine 90781,L6,5.8,Found,1990,9190,-76.2829,156.46722,AQ
Elephant Moraine 90826,L6,25.7,Found,1990,9235,-76.28373,156.46717,AQ
Elephant Moraine 90587,L6,4.6,Found,1990,8996,-76.28798,156.467,AQ
Elephant Moraine 90091,L6,3.9,Found,1990,8500,-76.28868,156.46699,AQ
Elephant Moraine 90546,L6,12.3,Found,1990,8955,-76.28647,156.46693,AQ
Elephant Moraine 87648,L6,7,Found,1987,8198,-76.27113,156.46678,AQ
Elephant Moraine 90456,H5,51,Found,1990,8865,-76.29089,156.46661,AQ
Elephant Moraine 90463,L6,66.4,Found,1990,8872,-76.28383,156.46646,AQ
Elephant Moraine 90461,L6,36.3,Found,1990,8870,-76.28341,156.46637,AQ
Elephant Moraine 90330,H6,6.5,Found,1990,8739,-76.2686,156.46636,AQ
Elephant Moraine 90134,L6,21.9,Found,1990,8543,-76.26865,156.46633,AQ
Elephant Moraine 90300,L6,45.1,Found,1990,8709,-76.27953,156.46623,AQ
Elephant Moraine 90552,L6,38.7,Found,1990,8961,-76.28174,156.46619,AQ
Allan Hills 85021,H5,646.8,Found,1985,887,-76.85498,156.46606,AQ
Elephant Moraine 87776,L6,29.9,Found,1987,8326,-76.26682,156.46571,AQ
Elephant Moraine 87608,H6,39.4,Found,1987,8158,-76.27068,156.46558,AQ
Elephant Moraine 90290,L6,47.5,Found,1990,8699,-76.28102,156.46549,AQ
Elephant Moraine 87658,H6,8.4,Found,1987,8208,-76.26817,156.46544,AQ
Elephant Moraine 90087,L6,22.7,Found,1990,8496,-76.27955,156.46541,AQ
Elephant Moraine 87693,H6,11.3,Found,1987,8243,-76.2683,156.46539,AQ
Elephant Moraine 90531,L6,24.8,Found,1990,8940,-76.28259,156.46533,AQ
Elephant Moraine 90069,H5,21.1,Found,1990,8479,-76.26903,156.46517,AQ
Elephant Moraine 90124,L6,33.2,Found,1990,8533,-76.27185,156.46509,AQ
Elephant Moraine 90764,L6,27.3,Found,1990,9173,-76.28451,156.46501,AQ
Elephant Moraine 90775,L6,10,Found,1990,9184,-76.28897,156.46496,AQ
Elephant Moraine 90553,L6,7.5,Found,1990,8962,-76.28344,156.46495,AQ
Elephant Moraine 90777,L6,13.3,Found,1990,9186,-76.28144,156.46482,AQ
Elephant Moraine 87817,L6,61.8,Found,1987,8367,-76.27054,156.46474,AQ
Elephant Moraine 90583,L6,2.1,Found,1990,8992,-76.28395,156.46472,AQ
Elephant Moraine 90536,L6,17.9,Found,1990,8945,-76.28458,156.46467,AQ
Elephant Moraine 90565,L6,32.4,Found,1990,8974,-76.28393,156.46453,AQ
Elephant Moraine 90289,L6,33.1,Found,1990,8698,-76.28815,156.4645,AQ
Elephant Moraine 90540,L6,15.5,Found,1990,8949,-76.2826,156.4644,AQ
Elephant Moraine 90534,L6,9.6,Found,1990,8943,-76.2832,156.46397,AQ
Elephant Moraine 87654,H6,5.2,Found,1987,8204,-76.27021,156.46392,AQ
Elephant Moraine 90341,L6,9.5,Found,1990,8750,-76.26695,156.4638,AQ
Elephant Moraine 90751,L6,8.6,Found,1990,9160,-76.28163,156.4638,AQ
Elephant Moraine 90919,L6,0.2,Found,1990,9328,-76.2692,156.46374,AQ
Elephant Moraine 87636,H5,17.4,Found,1987,8186,-76.26954,156.46365,AQ
Elephant Moraine 90453,L6,60.9,Found,1990,8862,-76.2813,156.46364,AQ
Elephant Moraine 87649,L6,27,Found,1987,8199,-76.26942,156.46357,AQ
Elephant Moraine 87586,L6,215.5,Found,1987,8136,-76.2676,156.46343,AQ
Elephant Moraine 87513,Howardite,394.5,Found,1987,8064,-76.2727,156.46332,AQ
Elephant Moraine 90770,L6,5.5,Found,1990,9179,-76.28237,156.46321,AQ
Elephant Moraine 90048,CK5,12.4,Found,1990,8458,-76.28612,156.46319,AQ
Elephant Moraine 90774,L6,41.1,Found,1990,9183,-76.28621,156.46293,AQ
Elephant Moraine 87676,L6,67.5,Found,1987,8226,-76.26934,156.46292,AQ
Elephant Moraine 90793,L6,17.5,Found,1990,9202,-76.28317,156.46285,AQ
Elephant Moraine 90554,L6,19.1,Found,1990,8963,-76.28341,156.46279,AQ
Elephant Moraine 90773,L6,25.2,Found,1990,9182,-76.2845,156.46274,AQ
Elephant Moraine 87731,H5,8.3,Found,1987,8281,-76.26825,156.46269,AQ
Allan Hills 85013,CM2,130.4,Found,1985,879,-76.89057,156.46268,AQ
Elephant Moraine 87858,L6,31.9,Found,1987,8408,-76.28104,156.46256,AQ
Elephant Moraine 90077,L6,65.3,Found,1990,8486,-76.26659,156.46244,AQ
Elephant Moraine 90284,L6,51.6,Found,1990,8693,-76.27851,156.46243,AQ
